,Item_id,POI_Type,L2_Category_name,stars,clusters
22146,225,0,172,1.0,0
22153,226,1,237,1.0,6
22154,226,1,138,1.0,6
22156,226,1,119,1.0,6
22158,226,1,40,1.0,6
22159,226,1,204,1.0,6
22161,226,1,42,1.0,6
22163,226,1,206,1.0,6
22169,226,1,118,1.0,6
22209,226,1,55,1.0,6
22217,227,0,172,1.0,2
22234,228,0,122,1.0,0
22244,229,0,104,1.0,2
22255,230,0,227,1.0,5
22279,231,0,115,1.0,0
22296,232,0,55,1.0,9
22322,233,1,8,1.0,6
22323,233,1,118,1.0,6
22325,233,1,93,1.0,6
22326,233,1,81,1.0,6
22327,233,1,200,1.0,6
22329,233,1,108,1.0,6
22330,233,1,160,1.0,6
22335,233,1,53,1.0,6
22346,233,1,138,1.0,6
22387,234,0,7,1.0,5
22394,235,0,42,1.0,6
22403,236,1,195,1.0,0
22404,236,1,80,1.0,0
22405,236,1,49,1.0,0
22415,236,1,144,1.0,0
22464,237,0,42,1.0,0
22467,238,0,55,1.0,0
22478,239,0,200,1.0,0
22489,240,0,55,1.0,0
22493,241,0,142,1.0,4
22500,242,0,7,1.0,5
22518,243,0,93,1.0,0
22537,244,0,151,1.0,5
22601,245,0,183,1.0,5
22608,246,0,147,1.0,5
22646,247,0,71,1.0,7
22769,248,0,71,1.0,7
22776,249,0,210,1.0,2
22784,250,0,93,1.0,7
22792,251,0,81,1.0,2
22858,252,0,89,1.0,7
22864,253,0,42,1.0,7
22870,254,0,5,1.0,5
22896,255,0,31,1.0,5
22897,256,0,186,1.0,5
22900,257,0,109,1.0,0
22909,258,0,32,1.0,7
22914,259,0,17,1.0,6
22917,260,0,188,1.0,5
22918,261,0,55,1.0,4
22941,262,0,36,1.0,4
22956,263,1,55,1.0,4
22958,263,1,200,1.0,4
22960,263,1,49,1.0,4
22971,263,1,13,1.0,4
22977,264,0,239,1.0,0
23032,265,0,78,1.0,0
23073,266,0,210,1.0,8
23085,267,0,55,1.0,6
23099,268,0,210,1.0,6
23103,269,1,99,1.0,0
23104,269,1,55,1.0,0
23111,269,1,196,1.0,0
23113,270,0,93,1.0,2
23129,271,0,172,1.0,2
23187,272,0,50,1.0,2
23189,273,0,58,1.0,4
23202,274,0,210,1.0,0
23205,275,0,42,1.0,0
23209,276,0,200,1.0,0
23219,277,0,191,1.0,0
23221,278,0,191,1.0,9
23226,279,0,104,1.0,9
23249,280,1,49,1.0,0
23250,280,1,100,1.0,0
23286,281,0,191,1.0,9
23299,282,0,89,1.0,7
23397,283,0,183,1.0,5
23421,284,0,114,1.0,5
23433,285,0,200,1.0,5
23438,286,0,226,1.0,0
23484,287,0,93,1.0,2
23504,288,0,40,1.0,7
23512,289,0,100,1.0,0
23525,290,1,138,1.0,0
23526,290,1,19,1.0,0
23527,290,1,200,1.0,0
23529,290,1,93,1.0,0
23530,290,1,104,1.0,0
23532,290,1,13,1.0,0
23536,290,1,40,1.0,0
23539,290,1,187,1.0,0
23590,290,1,33,1.0,0
23604,291,0,138,1.0,0
23612,292,0,138,1.0,0
23618,293,0,138,1.0,0
23625,294,0,55,1.0,0
23648,295,0,4,1.0,7
23654,296,0,100,1.0,6
23698,297,0,159,1.0,1
23712,298,0,93,1.0,1
23729,299,0,100,1.0,7
23744,300,0,241,1.0,0
23750,301,1,138,1.0,8
23751,301,1,8,1.0,8
23753,301,1,42,1.0,8
23754,301,1,49,1.0,8
23755,301,1,142,1.0,8
23757,301,1,206,1.0,8
23763,301,1,104,1.0,8
23769,301,1,55,1.0,8
23771,301,1,210,1.0,8
23786,301,1,5,1.0,8
23798,301,1,134,1.0,8
23835,302,0,55,1.0,0
23855,303,0,80,1.0,0
23862,304,0,100,1.0,0
23901,305,0,231,1.0,6
23907,306,1,93,1.0,6
23908,306,1,168,1.0,6
23909,306,1,42,1.0,6
23911,306,1,118,1.0,6
23912,306,1,196,1.0,6
23925,306,1,100,1.0,6
23936,306,1,21,1.0,6
23937,306,1,104,1.0,6
23941,306,1,13,1.0,6
23943,306,1,144,1.0,6
23961,306,1,137,1.0,6
23984,306,1,241,1.0,6
23985,306,1,138,1.0,6
24066,307,1,227,1.0,4
24067,307,1,114,1.0,4
24070,307,1,191,1.0,4
24073,307,1,108,1.0,4
24093,308,0,34,1.0,5
24099,309,0,206,1.0,5
24110,310,0,100,1.0,5
24116,311,0,42,1.0,6
24127,312,0,42,1.0,6
24135,313,0,206,1.0,0
24140,314,0,118,1.0,8
24149,315,0,241,1.0,0
24169,316,0,100,1.0,4
24180,317,0,13,1.0,4
24184,318,0,58,1.0,6
24194,319,1,202,1.0,6
24196,319,1,159,1.0,6
24201,319,1,195,1.0,6
24202,319,1,49,1.0,6
24224,320,0,5,1.0,4
24239,321,0,259,1.0,3
24245,322,0,181,1.0,6
24270,323,0,181,1.0,0
24278,324,0,181,1.0,5
24295,325,0,100,1.0,8
24325,326,0,124,1.0,5
24351,327,0,104,1.0,5
24372,328,0,100,1.0,7
24378,329,0,93,1.0,7
24390,330,0,118,1.0,8
24398,331,0,93,1.0,0
24406,332,0,100,1.0,4
24413,333,0,196,1.0,8
24421,334,0,169,1.0,0
24445,335,0,200,1.0,6
24452,336,0,198,1.0,5
24462,337,0,119,1.0,0
24495,338,1,237,1.0,0
24496,338,1,100,1.0,0
24497,338,1,78,1.0,0
24500,338,1,72,1.0,0
24503,338,1,93,1.0,0
24518,338,1,108,1.0,0
24535,338,1,19,1.0,0
24597,339,0,32,1.0,8
24606,340,1,100,1.0,8
24607,340,1,104,1.0,8
24608,340,1,118,1.0,8
24609,340,1,42,1.0,8
24610,340,1,93,1.0,8
24611,340,1,55,1.0,8
24615,340,1,87,1.0,8
24622,340,1,49,1.0,8
24623,340,1,78,1.0,8
24630,340,1,53,1.0,8
24633,340,1,130,1.0,8
24637,340,1,138,1.0,8
24638,340,1,187,1.0,8
24653,340,1,211,1.0,8
24670,340,1,227,1.0,8
24671,340,1,206,1.0,8
24685,340,1,120,1.0,8
24691,340,1,196,1.0,8
24711,340,1,21,1.0,8
24752,340,1,140,1.0,8
24804,341,0,146,1.0,1
24841,342,0,226,1.0,1
24851,343,0,119,1.0,1
24870,344,0,93,1.0,8
24882,345,0,122,1.0,0
24888,346,0,17,1.0,6
24892,347,0,22,1.0,0
24901,348,0,243,1.0,5
24918,349,0,42,1.0,0
24926,350,0,80,1.0,0
24932,351,1,78,1.0,6
24934,351,1,175,1.0,6
24935,351,1,150,1.0,6
24997,352,0,103,1.0,0
25011,353,0,100,1.0,2
25078,354,0,206,1.0,5
25091,355,0,89,1.0,0
25133,356,0,114,1.0,6
25137,357,0,55,1.0,6
25146,358,0,175,1.0,0
25317,359,0,175,1.0,5
25331,360,0,119,1.0,0
25392,361,0,49,1.0,4
25398,362,0,118,1.0,4
25408,363,0,118,1.0,4
25410,364,0,49,1.0,0
25418,365,0,171,1.0,0
25424,366,1,93,1.0,6
25425,366,1,55,1.0,6
25427,366,1,171,1.0,6
25428,366,1,175,1.0,6
25439,366,1,187,1.0,6
25442,366,1,137,1.0,6
25451,366,1,195,1.0,6
25475,366,1,19,1.0,6
25494,367,0,42,1.0,7
25530,368,0,43,1.0,9
25645,369,0,65,1.0,9
25659,370,0,55,1.0,9
25662,371,0,13,1.0,0
25671,372,0,100,1.0,0
25678,373,0,123,1.0,0
25683,374,0,7,1.0,5
25710,375,0,42,1.0,5
25712,376,0,13,1.0,0
25713,377,0,147,1.0,9
25733,378,1,159,1.0,9
25735,378,1,100,1.0,9
25736,378,1,93,1.0,9
25737,378,1,118,1.0,9
25741,378,1,104,1.0,9
25745,378,1,147,1.0,9
25748,378,1,40,1.0,9
25814,378,1,206,1.0,9
25818,379,0,191,1.0,0
25835,380,0,100,1.0,4
25865,381,0,50,1.0,7
25915,382,0,181,1.0,4
25935,383,0,93,1.0,4
25960,384,0,208,1.0,5
25969,385,0,124,1.0,5
25973,386,0,162,1.0,5
25981,387,0,198,1.0,5
25985,388,0,114,1.0,5
25990,389,0,215,1.0,5
25992,390,0,131,1.0,0
25995,391,0,152,1.0,4
26082,392,0,50,1.0,4
26093,393,0,100,1.0,4
26103,394,0,40,1.0,8
26121,395,0,26,1.0,8
26125,396,0,40,1.0,6
26136,397,0,131,1.0,0
26140,398,0,13,1.0,8
26142,399,0,186,1.0,7
26152,400,0,210,1.0,2
26160,401,0,189,1.0,8
26215,402,0,187,1.0,8
26219,403,0,26,1.0,5
26251,404,0,122,1.0,5
26257,405,0,196,1.0,0
26261,406,0,137,1.0,6
26269,407,0,25,1.0,9
26276,408,0,26,1.0,8
26281,409,1,231,1.0,5
26282,409,1,93,1.0,5
26283,409,1,137,1.0,5
26288,409,1,144,1.0,5
26289,409,1,55,1.0,5
26296,409,1,187,1.0,5
26300,409,1,40,1.0,5
26368,410,0,175,1.0,6
26395,411,0,175,1.0,6
26452,412,0,168,1.0,9
26456,413,0,145,1.0,1
26469,414,0,237,1.0,6
26489,415,0,50,1.0,0
26495,416,0,10,1.0,0
26500,417,0,35,1.0,0
26509,418,0,208,1.0,0
26517,419,0,11,1.0,0
26526,420,0,39,1.0,0
26536,421,0,208,1.0,0
26544,422,0,211,1.0,6
26549,423,1,93,1.0,7
26550,423,1,100,1.0,7
26552,423,1,223,1.0,7
26553,423,1,55,1.0,7
26554,423,1,40,1.0,7
26556,423,1,206,1.0,7
26562,423,1,138,1.0,7
26563,423,1,104,1.0,7
26586,423,1,237,1.0,7
26594,423,1,53,1.0,7
26617,423,1,210,1.0,7
26642,423,1,70,1.0,7
26666,423,1,200,1.0,7
26795,424,0,10,1.0,0
26802,425,0,163,1.0,5
26805,426,0,100,1.0,5
26812,427,0,93,1.0,5
26829,428,1,22,1.0,0
26830,428,1,175,1.0,0
26831,428,1,10,1.0,0
26837,428,1,54,1.0,0
26886,429,0,49,1.0,0
26890,430,0,110,1.0,0
26900,431,0,14,1.0,7
26906,432,0,55,1.0,7
26914,433,0,55,1.0,1
26978,434,0,42,1.0,7
27004,435,0,118,1.0,7
27043,436,0,42,1.0,7
27055,437,0,159,1.0,7
27070,438,0,14,1.0,9
27075,439,0,49,1.0,9
27086,440,0,5,1.0,5
27105,441,0,114,1.0,5
27113,442,0,122,1.0,0
27116,443,0,89,1.0,7
27145,444,0,89,1.0,7
27183,445,0,93,1.0,4
27186,446,0,183,1.0,8
27189,447,0,33,1.0,6
27208,448,0,80,1.0,0
27212,449,0,100,1.0,4
27228,450,0,93,1.0,4
27234,451,0,100,1.0,0
27253,452,0,81,1.0,2
27266,453,0,181,1.0,0
27270,454,0,55,1.0,0
27279,455,0,100,1.0,0
27286,456,0,26,1.0,8
27292,457,0,65,1.0,4
27298,458,0,237,1.0,1
27352,459,0,100,1.0,8
27474,460,0,89,1.0,1
27534,461,0,138,1.0,1
27546,462,0,163,1.0,1
27551,463,0,96,1.0,2
27560,464,0,100,1.0,5
27629,465,1,195,1.0,0
27630,465,1,54,1.0,0
27631,465,1,235,1.0,0
27632,465,1,210,1.0,0
27633,465,1,42,1.0,0
27635,465,1,13,1.0,0
27638,465,1,113,1.0,0
27642,465,1,103,1.0,0
27663,465,1,142,1.0,0
27701,466,0,114,1.0,2
27706,467,0,74,1.0,5
27714,468,0,144,1.0,4
27719,469,0,93,1.0,5
27731,470,0,71,1.0,7
27738,471,0,100,1.0,4
27764,472,0,49,1.0,0
27768,473,0,104,1.0,6
27775,474,0,175,1.0,0
27841,475,0,13,1.0,6
27844,476,0,159,1.0,4
27851,477,0,13,1.0,0
27886,478,0,190,1.0,1
27907,479,0,131,1.0,1
27915,480,0,118,1.0,1
27925,481,0,82,1.0,6
27944,482,0,100,1.0,7
27955,483,0,80,1.0,8
27995,484,0,107,1.0,1
28036,485,0,100,1.0,7
28125,486,0,36,1.0,0
28170,487,0,49,1.0,6
28230,488,0,147,1.0,5
28310,489,0,26,1.0,5
28320,490,0,34,1.0,1
28327,491,0,104,1.0,8
28350,492,0,118,1.0,7
28370,493,0,226,1.0,9
28375,494,0,190,1.0,9
28381,495,0,122,1.0,5
28396,496,1,231,1.0,4
28397,496,1,80,1.0,4
28401,496,1,49,1.0,4
28402,496,1,196,1.0,4
28403,496,1,130,1.0,4
28405,496,1,100,1.0,4
28411,496,1,55,1.0,4
28421,496,1,22,1.0,4
28443,496,1,241,1.0,4
28467,497,0,198,1.0,1
28503,498,0,104,1.0,1
28542,499,1,168,1.0,8
28543,499,1,100,1.0,8
28544,499,1,227,1.0,8
28546,499,1,231,1.0,8
28550,499,1,49,1.0,8
28557,499,1,80,1.0,8
28563,499,1,5,1.0,8
28568,499,1,42,1.0,8
28586,499,1,192,1.0,8
28592,499,1,229,1.0,8
28605,499,1,196,1.0,8
28664,500,0,100,1.0,6
28686,501,0,147,1.0,5
28704,502,0,210,1.0,0
28708,503,0,252,1.0,5
28734,504,0,34,1.0,0
28753,505,1,131,1.0,0
28754,505,1,176,1.0,0
28755,505,1,157,1.0,0
28757,505,1,163,1.0,0
28768,505,1,139,1.0,0
28823,506,0,157,1.0,0
28831,507,0,163,1.0,1
28848,508,0,94,1.0,0
28855,509,0,126,1.0,0
28864,510,0,172,1.0,0
28871,511,0,22,1.0,6
28881,512,0,100,1.0,4
28888,513,0,137,1.0,6
28892,514,0,158,1.0,3
28906,515,0,151,1.0,0
28910,516,0,100,1.0,6
28925,517,0,172,1.0,4
28989,518,0,49,1.0,0
28996,519,0,42,1.0,5
29006,520,0,191,1.0,9
29081,521,0,146,1.0,2
29095,522,0,93,1.0,2
29116,523,0,100,1.0,0
29132,524,0,119,1.0,0
29137,525,0,100,1.0,2
29150,526,0,100,1.0,2
29190,527,0,118,1.0,2
29210,528,0,181,1.0,5
29213,529,1,159,1.0,0
29214,529,1,12,1.0,0
29226,529,1,32,1.0,0
29264,530,0,241,1.0,2
29266,531,0,89,1.0,0
29324,532,0,189,1.0,0
29330,533,0,175,1.0,0
29342,534,0,49,1.0,0
29352,535,0,253,1.0,5
29359,536,0,67,1.0,8
29437,537,0,100,1.0,5
29468,538,0,119,1.0,4
29515,539,0,81,1.0,0
29526,540,0,100,1.0,2
29533,541,0,100,1.0,9
29587,542,1,104,1.0,9
29588,542,1,32,1.0,9
29589,542,1,118,1.0,9
29591,542,1,144,1.0,9
29592,542,1,215,1.0,9
29593,542,1,231,1.0,9
29597,542,1,59,1.0,9
29599,542,1,187,1.0,9
29610,542,1,138,1.0,9
29654,543,0,167,1.0,9
29667,544,0,5,1.0,2
29675,545,0,93,1.0,2
29717,546,0,130,1.0,8
29725,547,0,104,1.0,0
29730,548,0,112,1.0,5
29745,549,0,93,1.0,1
29769,550,0,181,1.0,1
29785,551,0,115,1.0,1
29795,552,0,198,1.0,8
29813,553,0,40,1.0,4
29827,554,0,104,1.0,2
29837,555,0,93,1.0,2
29851,556,0,49,1.0,2
29866,557,0,100,1.0,0
29872,558,0,40,1.0,8
29882,559,1,34,1.0,0
29883,559,1,159,1.0,0
29884,559,1,213,1.0,0
29887,559,1,104,1.0,0
29888,559,1,142,1.0,0
29889,559,1,100,1.0,0
29890,559,1,42,1.0,0
29893,559,1,168,1.0,0
29903,559,1,118,1.0,0
29906,559,1,40,1.0,0
29942,559,1,138,1.0,0
29980,560,0,142,1.0,8
30001,561,0,108,1.0,0
30004,562,0,194,1.0,2
30028,563,0,49,1.0,2
30053,564,0,99,1.0,1
30061,565,0,49,1.0,7
30069,566,0,61,1.0,7
30094,567,0,100,1.0,1
30121,568,0,61,1.0,1
30189,569,0,93,1.0,1
30235,570,1,55,1.0,0
30236,570,1,118,1.0,0
30237,570,1,137,1.0,0
30238,570,1,206,1.0,0
30240,570,1,100,1.0,0
30242,570,1,32,1.0,0
30243,570,1,138,1.0,0
30252,570,1,196,1.0,0
30324,571,0,80,1.0,0
30380,572,0,42,1.0,6
30384,573,0,191,1.0,6
30390,574,0,104,1.0,5
30399,575,0,93,1.0,0
30413,576,0,168,1.0,0
30481,577,0,55,1.0,0
30517,578,0,198,1.0,5
30525,579,0,183,1.0,5
30530,580,0,118,1.0,9
30542,581,0,146,1.0,4
30559,582,1,42,1.0,6
30560,582,1,103,1.0,6
30561,582,1,200,1.0,6
30564,582,1,8,1.0,6
30568,582,1,237,1.0,6
30604,583,0,198,1.0,1
30607,584,0,5,1.0,1
30632,585,0,130,1.0,1
30643,586,0,241,1.0,1
30645,587,0,103,1.0,6
30646,588,0,175,1.0,5
30746,589,1,159,1.0,4
30748,589,1,118,1.0,4
30749,589,1,100,1.0,4
30750,589,1,206,1.0,4
30796,590,0,80,1.0,4
30799,591,0,26,1.0,8
30804,592,0,198,1.0,7
30854,593,0,121,1.0,2
30867,594,1,93,1.0,6
30868,594,1,130,1.0,6
30884,595,0,194,1.0,1
30891,596,0,22,1.0,4
30904,597,0,55,1.0,0
30906,598,0,105,1.0,4
30911,599,0,39,1.0,0
30943,600,0,13,1.0,0
30956,601,0,42,1.0,6
30965,602,0,49,1.0,2
30971,603,0,49,1.0,6
30981,604,0,50,1.0,2
30993,605,0,0,1.0,9
30997,606,0,93,1.0,5
31023,607,0,122,1.0,5
31024,608,0,122,1.0,0
31029,609,0,243,1.0,5
31046,610,1,168,1.0,6
31047,610,1,55,1.0,6
31048,610,1,138,1.0,6
31052,610,1,100,1.0,6
31057,610,1,49,1.0,6
31060,610,1,196,1.0,6
31061,610,1,93,1.0,6
31092,610,1,119,1.0,6
31117,611,0,114,1.0,3
31120,612,0,226,1.0,2
31123,613,0,13,1.0,4
31129,614,0,153,1.0,9
31147,615,0,210,1.0,1
31150,616,0,181,1.0,1
31169,617,0,151,1.0,8
31174,618,0,131,1.0,0
31178,619,0,163,1.0,8
31189,620,0,93,1.0,0
31199,621,1,93,1.0,9
31200,621,1,104,1.0,9
31204,621,1,100,1.0,9
31205,621,1,118,1.0,9
31289,622,0,191,1.0,9
31300,623,0,227,1.0,9
31309,624,0,169,1.0,3
31319,625,0,196,1.0,0
31347,626,0,49,1.0,5
31351,627,0,208,1.0,9
31359,628,0,167,1.0,9
31367,629,0,50,1.0,9
31417,630,1,210,1.0,4
31418,630,1,241,1.0,4
31419,630,1,80,1.0,4
31421,630,1,5,1.0,4
31422,630,1,138,1.0,4
31424,630,1,1,1.0,4
31427,630,1,49,1.0,4
31435,630,1,231,1.0,4
31440,630,1,93,1.0,4
31475,631,0,93,1.0,0
31480,632,0,163,1.0,0
31484,633,0,122,1.0,0
31492,634,0,237,1.0,0
31501,635,0,58,1.0,4
31509,636,0,49,1.0,2
31513,637,0,103,1.0,0
31517,638,0,100,1.0,6
31520,639,0,82,1.0,0
31524,640,0,87,1.0,2
31547,641,0,100,1.0,8
31556,642,0,237,1.0,8
31568,643,0,144,1.0,0
31579,644,0,49,1.0,0
31584,645,0,50,1.0,0
31600,646,0,58,1.0,7
31665,647,0,65,1.0,7
31679,648,0,227,1.0,0
31684,649,0,138,1.0,6
31688,650,0,257,1.0,6
31703,651,0,55,1.0,0
31715,652,0,26,1.0,8
31719,653,0,49,1.0,6
31725,654,0,55,1.0,5
31741,655,1,241,1.0,0
31748,656,0,21,1.0,2
31756,657,0,100,1.0,6
31795,658,0,104,1.0,6
31804,659,0,118,1.0,6
31810,660,0,122,1.0,0
31817,661,0,246,1.0,5
31823,662,0,231,1.0,0
31852,663,0,100,1.0,7
31861,664,0,216,1.0,6
31863,665,0,100,1.0,2
31867,666,0,33,1.0,6
31876,667,0,55,1.0,0
31892,668,0,49,1.0,0
31895,669,0,100,1.0,2
31900,670,0,157,1.0,0
31908,671,0,206,1.0,0
31916,672,0,89,1.0,7
31925,673,0,98,1.0,8
31932,674,0,93,1.0,0
31941,675,0,100,1.0,6
31948,676,0,137,1.0,0
31954,677,0,172,1.0,8
31984,678,0,14,1.0,9
31990,679,0,62,1.0,9
32002,680,0,93,1.0,0
32039,681,0,100,1.0,1
32048,682,0,50,1.0,6
32092,683,0,175,1.0,0
32118,684,0,68,1.0,0
32124,685,0,118,1.0,9
32156,686,0,130,1.0,8
32165,687,0,49,1.0,4
32178,688,0,131,1.0,2
32184,689,0,82,1.0,2
32185,690,0,13,1.0,6
32197,691,0,100,1.0,1
32223,692,0,58,1.0,1
32274,693,0,93,1.0,1
32292,694,0,58,1.0,1
32333,695,0,200,1.0,0
32341,696,0,109,1.0,6
32346,697,0,28,1.0,5
32378,698,0,175,1.0,5
32387,699,0,14,1.0,9
32391,700,0,137,1.0,0
32393,701,0,68,1.0,1
32397,702,0,93,1.0,1
32413,703,0,212,1.0,8
32426,704,0,13,1.0,1
32446,705,0,118,1.0,1
32453,706,0,55,1.0,9
32463,707,0,42,1.0,9
32467,708,0,181,1.0,3
32473,709,0,238,1.0,7
32475,710,0,163,1.0,7
32494,711,0,100,1.0,0
32526,712,0,181,1.0,1
32581,713,0,163,1.0,4
32587,714,0,163,1.0,8
32599,715,0,93,1.0,8
32620,716,0,146,1.0,8
32635,717,0,210,1.0,6
32639,718,0,50,1.0,1
32678,719,0,13,1.0,1
32687,720,0,5,1.0,6
32703,721,0,212,1.0,0
32706,722,0,93,1.0,8
32736,723,0,131,1.0,1
32770,724,0,163,1.0,8
32773,725,0,55,1.0,7
32777,726,0,144,1.0,2
32779,727,0,144,1.0,5
32782,728,0,144,1.0,8
32786,729,0,147,1.0,9
32832,730,0,85,1.0,1
32849,731,0,241,1.0,9
32854,732,0,78,1.0,6
32863,733,0,106,1.0,9
32870,734,0,34,1.0,2
32874,735,0,21,1.0,1
32882,736,0,55,1.0,1
32904,737,0,100,1.0,9
32911,738,0,104,1.0,0
32916,739,0,210,1.0,2
32932,740,1,49,1.0,4
32933,740,1,55,1.0,4
32936,740,1,13,1.0,4
32940,740,1,237,1.0,4
32946,741,0,13,1.0,4
32949,742,0,49,1.0,8
32955,743,0,13,1.0,8
32963,744,0,58,1.0,4
32980,745,0,146,1.0,4
32988,746,0,58,1.0,4
32994,747,0,118,1.0,4
32997,748,0,28,1.0,0
33013,749,0,254,1.0,6
33030,750,0,175,1.0,6
33102,751,0,108,1.0,9
33107,752,0,237,1.0,1
33122,753,0,120,1.0,1
33135,754,0,55,1.0,1
33144,755,0,55,1.0,1
33160,756,0,159,1.0,1
33173,757,0,100,1.0,6
33206,758,0,42,1.0,0
33211,759,0,42,1.0,0
33218,760,0,131,1.0,0
33229,761,0,100,1.0,0
33244,762,0,112,1.0,0
33262,763,0,13,1.0,6
33265,764,0,5,1.0,6
33269,765,0,175,1.0,0
33296,766,0,55,1.0,0
33299,767,0,137,1.0,6
33306,768,0,42,1.0,6
33342,769,0,104,1.0,6
33347,770,0,241,1.0,0
33368,771,0,135,1.0,6
33374,772,0,5,1.0,0
33381,773,0,50,1.0,6
33399,774,0,144,1.0,6
33412,775,0,138,1.0,6
33428,776,0,61,1.0,4
33453,777,0,58,1.0,4
33479,778,0,200,1.0,6
33481,779,0,144,1.0,0
33484,780,0,150,1.0,0
33488,781,0,200,1.0,0
33492,782,0,42,1.0,5
33509,783,0,181,1.0,6
33514,784,0,114,1.0,6
33518,785,0,74,1.0,4
33519,786,1,103,1.0,6
33522,786,1,40,1.0,6
33528,787,0,181,1.0,9
33535,788,0,210,1.0,9
33558,789,0,13,1.0,2
33561,790,0,96,1.0,4
33589,791,0,93,1.0,0
33595,792,0,206,1.0,6
33606,793,0,122,1.0,4
33610,794,0,11,1.0,0
33621,795,0,181,1.0,9
33637,796,0,93,1.0,6
33643,797,0,33,1.0,6
33648,798,0,210,1.0,2
33652,799,0,191,1.0,1
33675,800,0,59,1.0,1
33777,801,0,55,1.0,1
33792,802,0,20,1.0,5
33803,803,0,104,1.0,8
33817,804,1,229,1.0,6
33818,804,1,200,1.0,6
33819,804,1,159,1.0,6
33834,804,1,254,1.0,6
33869,805,0,156,1.0,4
33873,806,0,237,1.0,0
33876,807,0,93,1.0,1
33899,808,0,55,1.0,6
33916,809,0,93,1.0,0
33928,810,0,93,1.0,8
33978,811,0,58,1.0,4
33993,812,0,34,1.0,4
33995,813,0,89,1.0,7
34009,814,0,181,1.0,0
34012,815,0,55,1.0,8
34031,816,0,118,1.0,8
34045,817,0,104,1.0,6
34065,818,0,147,1.0,9
34092,819,0,182,1.0,9
34103,820,0,147,1.0,9
34119,821,0,104,1.0,1
34137,822,0,55,1.0,1
34162,823,0,74,1.0,0
34168,824,0,91,1.0,0
34184,825,0,53,1.0,6
34190,826,0,179,1.0,0
34196,827,0,118,1.0,6
34202,828,0,55,1.0,8
34218,829,0,104,1.0,1
34223,830,0,65,1.0,7
34242,831,0,200,1.0,6
34245,832,0,200,1.0,6
34247,833,0,93,1.0,7
34253,834,0,100,1.0,7
34260,835,0,119,1.0,7
34281,836,0,187,1.0,0
34285,837,0,227,1.0,6
34289,838,0,40,1.0,6
34299,839,0,58,1.0,2
34309,840,0,191,1.0,6
34332,841,0,120,1.0,1
34367,842,0,187,1.0,1
34371,843,0,79,1.0,0
34374,844,0,22,1.0,6
34389,845,0,200,1.0,2
34391,846,0,144,1.0,6
34393,847,0,210,1.0,6
34396,848,0,55,1.0,6
34398,849,0,40,1.0,8
34402,850,0,130,1.0,2
34406,851,0,22,1.0,6
34409,852,0,200,1.0,4
34415,853,0,42,1.0,4
34423,854,0,40,1.0,4
34439,855,0,168,1.0,2
34451,856,0,241,1.0,6
34455,857,0,50,1.0,9
34461,858,0,80,1.0,6
34467,859,0,175,1.0,5
34476,860,0,42,1.0,0
34480,861,0,78,1.0,0
34486,862,0,191,1.0,0
34511,863,0,100,1.0,4
34528,864,0,111,1.0,4
34531,865,0,55,1.0,0
34544,866,0,144,1.0,0
34550,867,0,175,1.0,6
34563,868,0,207,1.0,0
34566,869,0,103,1.0,0
34568,870,0,22,1.0,0
34573,871,1,50,1.0,5
34575,871,1,104,1.0,5
34577,871,1,100,1.0,5
34579,871,1,118,1.0,5
34601,872,0,181,1.0,1
34605,873,0,191,1.0,9
34613,874,0,73,1.0,0
34629,875,0,55,1.0,9
34643,876,0,58,1.0,1
34664,877,0,56,1.0,1
34708,878,0,175,1.0,0
34729,879,0,50,1.0,6
34734,880,1,100,1.0,4
34738,880,1,119,1.0,4
34741,880,1,137,1.0,4
34746,880,1,219,1.0,4
34754,880,1,55,1.0,4
34757,881,0,93,1.0,4
34775,882,0,49,1.0,4
34781,883,0,19,1.0,0
34787,884,0,241,1.0,0
34791,885,0,49,1.0,4
34796,886,0,42,1.0,6
34818,887,0,42,1.0,0
34823,888,0,172,1.0,4
34842,889,0,42,1.0,4
34859,890,0,212,1.0,6
34871,891,0,12,1.0,4
34874,892,0,108,1.0,0
34876,893,0,43,1.0,4
34886,894,0,49,1.0,6
34889,895,0,241,1.0,8
34894,896,0,20,1.0,8
34904,897,0,116,1.0,0
34911,898,0,231,1.0,6
34914,899,0,100,1.0,6
34949,900,0,231,1.0,6
34952,901,0,92,1.0,8
34958,902,0,183,1.0,5
34963,903,0,210,1.0,8
34967,904,0,242,1.0,0
34978,905,0,117,1.0,0
34983,906,0,100,1.0,8
34988,907,0,138,1.0,6
34990,908,0,175,1.0,2
35029,909,0,209,1.0,1
35045,910,0,93,1.0,1
35057,911,0,79,1.0,0
35065,912,0,75,1.0,0
35066,913,0,22,1.0,0
35071,914,0,5,1.0,4
35075,915,0,169,1.0,0
35077,916,0,119,1.0,8
35092,917,0,142,1.0,9
35095,918,0,33,1.0,0
35098,919,0,123,1.0,5
35102,920,0,54,1.0,0
35115,921,0,194,1.0,2
35126,922,0,42,1.0,4
35130,923,0,100,1.0,4
35134,924,0,46,1.0,6
35141,925,0,258,1.0,0
35147,926,0,190,1.0,5
35158,927,0,191,1.0,5
35172,928,0,100,1.0,0
35183,929,0,59,1.0,7
35199,930,0,49,1.0,2
35207,931,0,49,1.0,2
35223,932,0,49,1.0,4
35225,933,0,179,1.0,6
35233,934,0,50,1.0,2
35266,935,0,50,1.0,2
