Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,L2_Category_name,name,stars,Time,Date,POI,clusters,L1_Category_name,L1_Category,counts,new_time
59,49,1,38,33.447404,-112.074816,16,CVS Pharmacy,4.0,18:10:34,2013205,Independent,2,1,Shop & Service,2,18
674,456,1,38,33.465855,-111.97012,57,Spanky's Muffler,3.5,11:25:40,2013226,Independent,6,1,Shop & Service,2,11
657,33,0,38,33.447342,-112.072821,54,Kimpton Palomar Hotel Phoenix Cityscape,4.5,11:55:59,2013226,Combined,2,0,Travel & Transport,2,11
657,33,0,38,33.447342,-112.072821,54,Kimpton Palomar Hotel Phoenix Cityscape,4.5,18:08:57,2013320,Combined,2,0,Travel & Transport,2,18
80,33,0,38,33.447552,-112.072593,44,Tilted Kilt Pub & Eatery,3.0,22:40:44,2013320,Combined,2,4,Nightlife Spot,2,22
88,56,0,38,33.423793,-111.940445,44,Fat Tuesday,3.5,7:02:12,2013510,Combined,1,4,Nightlife Spot,2,7
501,56,0,38,33.424304,-111.93971100000002,44,CASA Tempe,3.0,7:40:56,2013510,Combined,1,4,Nightlife Spot,2,7
675,457,1,39,33.437135999999995,-112.147064,25,CAMS Auto & Performance,5.0,19:21:03,20121123,Independent,2,1,Shop & Service,2,19
675,457,1,39,33.437135999999995,-112.147064,25,CAMS Auto & Performance,5.0,21:48:48,20121123,Independent,2,1,Shop & Service,2,21
675,457,1,39,33.437135999999995,-112.147064,25,CAMS Auto & Performance,5.0,15:09:59,20121206,Independent,2,1,Shop & Service,2,15
676,458,1,39,33.422346000000005,-111.96175,27,Rally's,2.5,19:35:25,20121206,Independent,1,2,Food,2,19
675,457,1,39,33.437135999999995,-112.147064,25,CAMS Auto & Performance,5.0,16:33:24,20121219,Independent,2,1,Shop & Service,2,16
604,406,1,39,33.511316,-112.047222,6,Ajo Al's Mexican Cafe,3.5,19:10:48,20121219,Independent,4,2,Food,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:28:44,2012409,Combined,7,1,Shop & Service,2,22
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:28:44,2012409,Combined,7,1,Shop & Service,2,22
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:47:20,2012413,Combined,7,1,Shop & Service,2,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:47:20,2012413,Combined,7,1,Shop & Service,2,16
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:10:04,2012421,Combined,7,1,Shop & Service,2,20
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:10:04,2012421,Combined,7,1,Shop & Service,2,20
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:35:59,2012423,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:35:59,2012423,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:52:02,2012427,Combined,7,1,Shop & Service,2,18
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:52:02,2012427,Combined,7,1,Shop & Service,2,18
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:34:09,2012428,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:34:09,2012428,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,1:21:58,2012502,Combined,7,1,Shop & Service,2,1
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,1:21:58,2012502,Combined,7,1,Shop & Service,2,1
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:17:03,2012503,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:17:03,2012503,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:56:25,2012504,Combined,7,1,Shop & Service,2,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:56:25,2012504,Combined,7,1,Shop & Service,2,16
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,3:22:02,2012509,Combined,7,1,Shop & Service,3,3
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,3:22:02,2012509,Combined,7,1,Shop & Service,3,3
679,459,1,40,33.611108,-111.994168,12,Fry's Food & Drug Stores,3.0,4:25:23,2012509,Independent,7,1,Shop & Service,3,4
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:18:24,2012511,Combined,7,1,Shop & Service,3,20
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:18:24,2012511,Combined,7,1,Shop & Service,3,20
680,267,0,40,33.598518,-111.978224,7,Genghis Grill,3.0,23:51:07,2012511,Combined,7,2,Food,3,23
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:07:19,2012513,Combined,7,1,Shop & Service,2,18
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:07:19,2012513,Combined,7,1,Shop & Service,2,18
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:24:34,2012516,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:24:34,2012516,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,3:16:01,2012517,Combined,7,1,Shop & Service,3,3
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,3:16:01,2012517,Combined,7,1,Shop & Service,3,3
554,371,0,40,33.638785,-112.120109,12,Fry's & Fry's Marketplace,3.0,19:02:09,2012517,Combined,9,1,Shop & Service,3,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:45:39,2012519,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:45:39,2012519,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:10:54,2012525,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:10:54,2012525,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:43:47,2012527,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:43:47,2012527,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:39:48,2012606,Combined,7,1,Shop & Service,2,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:39:48,2012606,Combined,7,1,Shop & Service,2,16
542,362,1,40,33.637884,-112.098022,4,WalMart,2.5,4:43:06,2012609,Independent,9,1,Shop & Service,3,4
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:59:24,2012609,Combined,7,1,Shop & Service,3,18
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:59:24,2012609,Combined,7,1,Shop & Service,3,18
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:35:43,2012610,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:35:43,2012610,Combined,7,1,Shop & Service,2,17
681,460,1,40,33.640415000000004,-112.153049,59,24 Hour Fitness,3.5,16:30:57,2012612,Independent,8,1,Shop & Service,3,16
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:34:19,2012612,Combined,7,1,Shop & Service,3,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:34:19,2012612,Combined,7,1,Shop & Service,3,19
681,460,1,40,33.640415000000004,-112.153049,59,24 Hour Fitness,3.5,5:03:33,2012613,Independent,8,1,Shop & Service,3,5
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:54:33,2012613,Combined,7,1,Shop & Service,3,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:54:33,2012613,Combined,7,1,Shop & Service,3,16
681,460,1,40,33.640415000000004,-112.153049,59,24 Hour Fitness,3.5,3:08:15,2012614,Independent,8,1,Shop & Service,2,3
682,461,0,40,33.638311,-112.152822,12,Fry's Food and Drug,2.5,5:07:37,2012614,Combined,8,1,Shop & Service,2,5
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:49:09,2012709,Combined,7,1,Shop & Service,2,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:49:09,2012709,Combined,7,1,Shop & Service,2,16
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:29:50,2012724,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:29:50,2012724,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:48:37,2012816,Combined,7,1,Shop & Service,2,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:48:37,2012816,Combined,7,1,Shop & Service,2,16
683,341,0,40,33.636953000000005,-112.07166200000002,10,Massage Envy - Moon Valley,3.5,21:27:19,2012914,Combined,9,1,Shop & Service,2,21
684,462,1,40,33.641563,-112.080027,12,WinCo Foods,3.5,22:02:29,2012914,Independent,9,1,Shop & Service,2,22
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:19:12,20121012,Combined,7,1,Shop & Service,3,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:19:12,20121012,Combined,7,1,Shop & Service,3,19
184,134,0,40,33.595096000000005,-112.013686,27,Burger King,2.0,23:27:32,20121012,Combined,7,2,Food,3,23
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:53:50,20121026,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:53:50,20121026,Combined,7,1,Shop & Service,2,19
557,372,1,40,33.602259000000004,-112.117453,108,Concentra Urgent Care -Phoenix Metro Center,1.5,0:27:05,20121117,Independent,3,5,Professional & Other Places,2,0
554,371,0,40,33.638785,-112.120109,12,Fry's & Fry's Marketplace,3.0,1:10:26,20121117,Combined,9,1,Shop & Service,2,1
685,463,1,40,33.596748,-111.978621,4,Walmart Supercenter,2.5,0:08:47,2013110,Independent,7,1,Shop & Service,2,0
542,362,1,40,33.637884,-112.098022,4,WalMart,2.5,17:38:00,2013110,Independent,9,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:22:53,2013129,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:22:53,2013129,Combined,7,1,Shop & Service,2,17
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,19:00:42,2013213,Combined,7,1,Shop & Service,3,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:08:40,2013213,Combined,7,1,Shop & Service,3,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:08:40,2013213,Combined,7,1,Shop & Service,3,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:24:13,2013224,Combined,7,1,Shop & Service,2,18
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:24:13,2013224,Combined,7,1,Shop & Service,2,18
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:18:01,2013307,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:18:01,2013307,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:54:16,2013308,Combined,7,1,Shop & Service,2,16
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,16:54:16,2013308,Combined,7,1,Shop & Service,2,16
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:31:38,2013311,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:31:38,2013311,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:26:06,2013313,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:26:06,2013313,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:07:17,2013316,Combined,7,1,Shop & Service,2,22
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:07:17,2013316,Combined,7,1,Shop & Service,2,22
686,341,0,40,33.639203,-112.066561,9,Chili's Grill & Bar,3.0,1:42:58,2013318,Combined,9,2,Food,5,1
687,341,0,40,33.639858000000004,-112.064937,2,Chase Bank,2.5,1:43:44,2013318,Combined,9,1,Shop & Service,5,1
684,462,1,40,33.641563,-112.080027,12,WinCo Foods,3.5,1:57:16,2013318,Independent,9,1,Shop & Service,5,1
542,362,1,40,33.637884,-112.098022,4,WalMart,2.5,2:01:37,2013318,Independent,9,1,Shop & Service,5,2
688,464,1,40,33.600483000000004,-111.989822,4,Target,3.0,21:38:35,2013318,Independent,7,1,Shop & Service,5,21
679,459,1,40,33.611108,-111.994168,12,Fry's Food & Drug Stores,3.0,4:28:03,2013321,Independent,7,1,Shop & Service,2,4
554,371,0,40,33.638785,-112.120109,12,Fry's & Fry's Marketplace,3.0,20:26:30,2013321,Combined,9,1,Shop & Service,2,20
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:02:17,2013325,Combined,7,1,Shop & Service,2,20
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:02:17,2013325,Combined,7,1,Shop & Service,2,20
689,412,0,40,33.602695000000004,-111.983532,77,Osaka Japan,3.5,0:22:31,2013327,Combined,7,2,Food,4,0
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,1:41:38,2013327,Combined,7,1,Shop & Service,4,1
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,1:41:38,2013327,Combined,7,1,Shop & Service,4,1
689,412,0,40,33.602695000000004,-111.983532,77,Osaka Japan,3.5,20:21:52,2013327,Combined,7,2,Food,4,20
686,341,0,40,33.639203,-112.066561,9,Chili's Grill & Bar,3.0,2:46:46,2013330,Combined,9,2,Food,3,2
690,371,0,40,33.639502,-112.119272,9,Denny's,2.0,8:03:01,2013330,Combined,9,2,Food,3,8
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,19:10:47,2013330,Combined,7,1,Shop & Service,3,19
454,182,0,40,33.579425,-112.124517,58,Big 5 Sporting Goods,3.5,17:45:42,2013403,Combined,3,1,Shop & Service,2,17
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,19:00:52,2013403,Combined,7,1,Shop & Service,2,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:29:40,2013404,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:29:40,2013404,Combined,7,1,Shop & Service,2,17
554,371,0,40,33.638785,-112.120109,12,Fry's & Fry's Marketplace,3.0,5:18:53,2013405,Combined,9,1,Shop & Service,2,5
542,362,1,40,33.637884,-112.098022,4,WalMart,2.5,6:40:35,2013405,Independent,9,1,Shop & Service,2,6
691,465,1,40,33.637721,-112.180527,52,Jump Street,3.0,5:50:33,2013406,Independent,8,3,Arts & Entertainment,2,5
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,21:17:22,2013406,Combined,7,1,Shop & Service,2,21
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:58:26,2013407,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:58:26,2013407,Combined,7,1,Shop & Service,2,17
684,462,1,40,33.641563,-112.080027,12,WinCo Foods,3.5,3:03:00,2013411,Independent,9,1,Shop & Service,4,3
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,20:34:40,2013411,Combined,7,1,Shop & Service,4,20
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:34:53,2013411,Combined,7,1,Shop & Service,4,20
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:34:53,2013411,Combined,7,1,Shop & Service,4,20
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:34:47,2013424,Combined,7,1,Shop & Service,2,22
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:34:47,2013424,Combined,7,1,Shop & Service,2,22
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:25:46,2013430,Combined,7,1,Shop & Service,2,20
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,20:25:46,2013430,Combined,7,1,Shop & Service,2,20
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:13:32,2013501,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:13:32,2013501,Combined,7,1,Shop & Service,2,19
554,371,0,40,33.638785,-112.120109,12,Fry's & Fry's Marketplace,3.0,4:55:38,2013503,Combined,9,1,Shop & Service,2,4
692,466,1,40,33.666037,-112.116396,50,HonorHealth Deer Valley Medical Center,2.5,8:36:33,2013503,Independent,9,5,Professional & Other Places,2,8
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,1:21:51,2013509,Combined,7,1,Shop & Service,3,1
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,1:21:59,2013509,Combined,7,1,Shop & Service,3,1
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,1:21:59,2013509,Combined,7,1,Shop & Service,3,1
554,371,0,40,33.638785,-112.120109,12,Fry's & Fry's Marketplace,3.0,2:44:22,2013511,Combined,9,1,Shop & Service,3,2
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:28:14,2013511,Combined,7,1,Shop & Service,3,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:28:14,2013511,Combined,7,1,Shop & Service,3,19
684,462,1,40,33.641563,-112.080027,12,WinCo Foods,3.5,2:36:04,2013617,Independent,9,1,Shop & Service,2,2
542,362,1,40,33.637884,-112.098022,4,WalMart,2.5,3:04:38,2013617,Independent,9,1,Shop & Service,2,3
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,21:06:23,2013618,Combined,7,1,Shop & Service,2,21
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,21:06:23,2013618,Combined,7,1,Shop & Service,2,21
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:38:31,2013622,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:38:31,2013622,Combined,7,1,Shop & Service,2,19
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,19:13:25,2013626,Combined,7,1,Shop & Service,3,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:13:38,2013626,Combined,7,1,Shop & Service,3,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:13:38,2013626,Combined,7,1,Shop & Service,3,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:55:03,2013704,Combined,7,1,Shop & Service,2,18
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:55:03,2013704,Combined,7,1,Shop & Service,2,18
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:15:42,2013712,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:15:42,2013712,Combined,7,1,Shop & Service,2,19
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,17:42:26,2013714,Combined,7,1,Shop & Service,3,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:42:42,2013714,Combined,7,1,Shop & Service,3,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:42:42,2013714,Combined,7,1,Shop & Service,3,17
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,22:43:27,2013716,Combined,7,1,Shop & Service,3,22
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:43:41,2013716,Combined,7,1,Shop & Service,3,22
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,22:43:41,2013716,Combined,7,1,Shop & Service,3,22
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:31:32,2013719,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:31:32,2013719,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:26:57,2013730,Combined,7,1,Shop & Service,2,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:26:57,2013730,Combined,7,1,Shop & Service,2,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:16:29,2013802,Combined,7,1,Shop & Service,2,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:16:29,2013802,Combined,7,1,Shop & Service,2,19
684,462,1,40,33.641563,-112.080027,12,WinCo Foods,3.5,1:25:08,2013805,Independent,9,1,Shop & Service,5,1
693,134,0,40,33.596283,-112.013984,2,Chase Bank,3.0,19:05:20,2013805,Combined,7,1,Shop & Service,5,19
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,19:12:17,2013805,Combined,7,1,Shop & Service,5,19
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:12:23,2013805,Combined,7,1,Shop & Service,5,19
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,19:12:23,2013805,Combined,7,1,Shop & Service,5,19
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,23:37:05,2013813,Combined,7,1,Shop & Service,3,23
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,23:37:18,2013813,Combined,7,1,Shop & Service,3,23
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,23:37:18,2013813,Combined,7,1,Shop & Service,3,23
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,18:00:52,2013814,Combined,7,1,Shop & Service,3,18
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:01:02,2013814,Combined,7,1,Shop & Service,3,18
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,18:01:02,2013814,Combined,7,1,Shop & Service,3,18
669,412,0,40,33.60250300000001,-111.983728,1,Paradise Valley Mall,3.0,17:57:59,2013818,Combined,7,1,Shop & Service,3,17
677,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:58:06,2013818,Combined,7,1,Shop & Service,3,17
678,412,0,40,33.602683,-111.98368,148,AT&T,2.5,17:58:06,2013818,Combined,7,1,Shop & Service,3,17
694,467,1,41,33.456047,-112.072343,7,Sens Asian Tapas & Sake Bar,4.0,1:02:05,2012422,Independent,2,2,Food,2,1
695,8,0,41,33.508284,-112.037233,93,Yogurtology,4.0,23:50:00,2012422,Combined,4,2,Food,2,23
125,91,1,41,33.4791,-112.073512,7,Siu Wok,3.5,6:41:07,2013113,Independent,0,2,Food,2,6
696,468,1,41,33.455649,-111.988621,12,99 Ranch Market,4.0,18:32:50,2013113,Independent,6,1,Shop & Service,2,18
697,469,1,41,33.480635,-112.04726,16,Walgreens,2.5,4:04:13,2013114,Independent,4,1,Shop & Service,2,4
698,470,1,41,33.611628,-111.998469,85,Rainbow Donuts Cafe and Deli,4.5,22:03:49,2013114,Independent,7,2,Food,2,22
125,91,1,41,33.4791,-112.073512,7,Siu Wok,3.5,2:55:55,2013518,Independent,0,2,Food,5,2
699,471,1,41,33.587866,-111.959664,71,Orange Tree Golf Resort,3.5,5:21:20,2013518,Independent,7,0,Travel & Transport,5,5
699,471,1,41,33.587866,-111.959664,71,Orange Tree Golf Resort,3.5,18:22:11,2013518,Independent,7,0,Travel & Transport,5,18
700,472,1,41,33.502227000000005,-111.995743,22,La Grande Orange Pizzeria,4.5,19:19:41,2013518,Independent,6,2,Food,5,19
656,8,0,41,33.508107,-112.040374,72,Best Buy Camelback,2.5,21:31:17,2013518,Combined,4,1,Shop & Service,5,21
701,41,0,41,33.510569,-112.02887,149,Teavana,4.0,0:27:03,2013519,Combined,4,2,Food,5,0
702,41,0,41,33.510055,-112.029798,9,The Cheesecake Factory,3.5,0:27:19,2013519,Combined,4,2,Food,5,0
220,41,0,41,33.510872,-112.028102,1,Biltmore Fashion Park,4.0,1:24:25,2013519,Combined,4,1,Shop & Service,5,1
316,152,0,41,33.666381,-112.124238,18,AMC Deer Valley 30,3.0,4:13:42,2013519,Combined,9,3,Arts & Entertainment,5,4
220,41,0,41,33.510872,-112.028102,1,Biltmore Fashion Park,4.0,18:45:46,2013519,Combined,4,1,Shop & Service,5,18
703,473,1,42,33.470911,-112.064866,48,America's Taco Shop,3.5,20:35:42,2012403,Independent,2,2,Food,2,20
704,474,1,42,33.495153,-112.061797,20,McDonald's,2.0,20:50:16,2012403,Independent,0,2,Food,2,20
705,475,1,42,33.451744,-112.083129,95,Clean Freak Car Wash,3.0,16:09:51,2012411,Independent,2,1,Shop & Service,5,16
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,17:31:25,2012411,Independent,4,1,Shop & Service,5,17
707,477,0,42,33.495496,-112.01341399999998,2,Chase Bank,4.5,21:56:43,2012411,Combined,4,1,Shop & Service,5,21
704,474,1,42,33.495153,-112.061797,20,McDonald's,2.0,22:11:05,2012411,Independent,0,2,Food,5,22
584,393,1,42,33.49503,-112.061302,15,Panda Express,2.5,22:19:51,2012411,Independent,0,2,Food,5,22
708,478,1,42,33.495212,-112.028602,20,Taco Bell,3.0,21:04:01,2012418,Independent,4,2,Food,2,21
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,23:42:58,2012418,Independent,4,1,Shop & Service,2,23
650,437,1,42,33.453265,-112.072293,37,Starbucks,2.0,4:14:51,2012420,Independent,2,2,Food,4,4
650,437,1,42,33.453265,-112.072293,37,Starbucks,2.0,16:11:02,2012420,Independent,2,2,Food,4,16
709,479,1,42,33.495466,-112.064688,20,Jack-In-the-Box,3.0,17:49:49,2012420,Independent,0,2,Food,4,17
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,21:42:32,2012420,Independent,4,1,Shop & Service,4,21
704,474,1,42,33.495153,-112.061797,20,McDonald's,2.0,19:43:57,2012424,Independent,0,2,Food,3,19
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,21:27:53,2012424,Independent,4,1,Shop & Service,3,21
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,23:35:02,2012424,Independent,4,1,Shop & Service,3,23
650,437,1,42,33.453265,-112.072293,37,Starbucks,2.0,15:54:05,2012427,Independent,2,2,Food,4,15
710,480,1,42,33.449366,-112.07123,98,The UPS Store,3.5,16:24:43,2012427,Independent,2,5,Professional & Other Places,4,16
711,481,1,42,33.567176,-112.116466,27,Fuddruckers,3.5,20:01:52,2012427,Independent,3,2,Food,4,20
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,22:53:06,2012427,Independent,4,1,Shop & Service,4,22
712,482,1,42,33.48038,-112.048942,48,Juan's Authentic Mexican Food,4.0,20:09:10,2012501,Independent,4,2,Food,2,20
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,23:58:28,2012501,Independent,4,1,Shop & Service,2,23
713,483,1,42,33.40691,-112.064055,25,Buy-Rite Tire & Auto Center,4.0,18:11:31,2012503,Independent,2,1,Shop & Service,5,18
714,484,1,42,33.43712,-112.065536,27,Jack in the Box,1.5,18:25:21,2012503,Independent,2,2,Food,5,18
704,474,1,42,33.495153,-112.061797,20,McDonald's,2.0,20:28:17,2012503,Independent,0,2,Food,5,20
649,436,1,42,33.505251,-112.037078,44,Half Moon Sports Grill,3.0,20:36:46,2012503,Independent,4,4,Nightlife Spot,5,20
706,476,1,42,33.494997999999995,-112.056474,57,Mo Money Pawn,3.0,20:58:38,2012503,Independent,4,1,Shop & Service,5,20
