,Location_id,Item_id,POI_Type,L2_Category_name,POI
25741,2177,378,1,104,Combined
25745,2177,378,1,147,Combined
25748,2177,378,1,40,Combined
25814,2177,378,1,206,Combined
26281,2178,409,1,231,Combined
26282,2178,409,1,93,Combined
26283,2178,409,1,137,Combined
26288,2178,409,1,144,Combined
26289,2178,409,1,55,Combined
26296,2178,409,1,187,Combined
26300,2178,409,1,40,Combined
26549,2179,423,1,93,Combined
26550,2179,423,1,100,Combined
26552,2179,423,1,223,Combined
26553,2179,423,1,55,Combined
26554,2179,423,1,40,Combined
26556,2179,423,1,206,Combined
26562,2179,423,1,138,Combined
26563,2179,423,1,104,Combined
26586,2179,423,1,237,Combined
26594,2179,423,1,53,Combined
26617,2179,423,1,210,Combined
26642,2179,423,1,70,Combined
26666,2179,423,1,200,Combined
26829,2180,428,1,22,Combined
26830,2180,428,1,175,Combined
26831,2180,428,1,10,Combined
26837,2180,428,1,54,Combined
27629,2181,465,1,195,Combined
27630,2181,465,1,54,Combined
27631,2181,465,1,235,Combined
27632,2181,465,1,210,Combined
27633,2181,465,1,42,Combined
27635,2181,465,1,13,Combined
27638,2181,465,1,113,Combined
27642,2181,465,1,103,Combined
27663,2181,465,1,142,Combined
28396,2182,496,1,231,Combined
28397,2182,496,1,80,Combined
28401,2182,496,1,49,Combined
28402,2182,496,1,196,Combined
28403,2182,496,1,130,Combined
28405,2182,496,1,100,Combined
28411,2182,496,1,55,Combined
28421,2182,496,1,22,Combined
28443,2182,496,1,241,Combined
28542,2183,499,1,168,Combined
28543,2183,499,1,100,Combined
28544,2183,499,1,227,Combined
28546,2183,499,1,231,Combined
28550,2183,499,1,49,Combined
28557,2183,499,1,80,Combined
28563,2183,499,1,5,Combined
28568,2183,499,1,42,Combined
28586,2183,499,1,192,Combined
28592,2183,499,1,229,Combined
28605,2183,499,1,196,Combined
28753,2184,505,1,131,Combined
28754,2184,505,1,176,Combined
28755,2184,505,1,157,Combined
28757,2184,505,1,163,Combined
28768,2184,505,1,139,Combined
29213,2185,529,1,159,Combined
29214,2185,529,1,12,Combined
29226,2185,529,1,32,Combined
29587,2186,542,1,104,Combined
29588,2186,542,1,32,Combined
29589,2186,542,1,118,Combined
29591,2186,542,1,144,Combined
29592,2186,542,1,215,Combined
29593,2186,542,1,231,Combined
29597,2186,542,1,59,Combined
29599,2186,542,1,187,Combined
29610,2186,542,1,138,Combined
29882,2187,559,1,34,Combined
29883,2187,559,1,159,Combined
29884,2187,559,1,213,Combined
29887,2187,559,1,104,Combined
29888,2187,559,1,142,Combined
29889,2187,559,1,100,Combined
29890,2187,559,1,42,Combined
29893,2187,559,1,168,Combined
29903,2187,559,1,118,Combined
29906,2187,559,1,40,Combined
29942,2187,559,1,138,Combined
30235,2188,570,1,55,Combined
30236,2188,570,1,118,Combined
30237,2188,570,1,137,Combined
30238,2188,570,1,206,Combined
30240,2188,570,1,100,Combined
30242,2188,570,1,32,Combined
30243,2188,570,1,138,Combined
30252,2188,570,1,196,Combined
30559,2189,582,1,42,Combined
30560,2189,582,1,103,Combined
30561,2189,582,1,200,Combined
30564,2189,582,1,8,Combined
30568,2189,582,1,237,Combined
30746,2190,589,1,159,Combined
30748,2190,589,1,118,Combined
30749,2190,589,1,100,Combined
30750,2190,589,1,206,Combined
30867,2191,594,1,93,Combined
30868,2191,594,1,130,Combined
31046,2192,610,1,168,Combined
31047,2192,610,1,55,Combined
31048,2192,610,1,138,Combined
31052,2192,610,1,100,Combined
31057,2192,610,1,49,Combined
31060,2192,610,1,196,Combined
31061,2192,610,1,93,Combined
31092,2192,610,1,119,Combined
31199,2193,621,1,93,Combined
31200,2193,621,1,104,Combined
31204,2193,621,1,100,Combined
31205,2193,621,1,118,Combined
31417,2194,630,1,210,Combined
31418,2194,630,1,241,Combined
31419,2194,630,1,80,Combined
31421,2194,630,1,5,Combined
31422,2194,630,1,138,Combined
31424,2194,630,1,1,Combined
31427,2194,630,1,49,Combined
31435,2194,630,1,231,Combined
31440,2194,630,1,93,Combined
31741,2195,655,1,241,Combined
32932,2196,740,1,49,Combined
32933,2196,740,1,55,Combined
32936,2196,740,1,13,Combined
32940,2196,740,1,237,Combined
33519,2197,786,1,103,Combined
33522,2197,786,1,40,Combined
33817,2198,804,1,229,Combined
33818,2198,804,1,200,Combined
33819,2198,804,1,159,Combined
33834,2198,804,1,254,Combined
34573,2199,871,1,50,Combined
34575,2199,871,1,104,Combined
34577,2199,871,1,100,Combined
34579,2199,871,1,118,Combined
34734,2200,880,1,100,Combined
34738,2200,880,1,119,Combined
34741,2200,880,1,137,Combined
34746,2200,880,1,219,Combined
34754,2200,880,1,55,Combined
35422,2201,954,1,104,Combined
35423,2201,954,1,70,Combined
35425,2201,954,1,100,Combined
35432,2201,954,1,89,Combined
35436,2201,954,1,138,Combined
35439,2201,954,1,159,Combined
35830,2202,990,1,241,Combined
36123,2203,1024,1,100,Combined
36127,2203,1024,1,118,Combined
36128,2203,1024,1,196,Combined
36131,2203,1024,1,182,Combined
36144,2203,1024,1,70,Combined
36941,2204,1096,1,1,Combined
36942,2204,1096,1,5,Combined
36949,2204,1096,1,116,Combined
36953,2204,1096,1,42,Combined
37700,2205,1171,1,118,Combined
37892,2206,1196,1,130,Combined
37895,2206,1196,1,55,Combined
38500,2207,1279,1,84,Combined
38501,2207,1279,1,54,Combined
38503,2207,1279,1,198,Combined
38504,2207,1279,1,100,Combined
43152,2208,1909,1,100,Combined
43153,2208,1909,1,238,Combined
43154,2208,1909,1,72,Combined
43157,2208,1909,1,240,Combined
43176,2208,1909,1,25,Combined
43210,2208,1909,1,95,Combined
