,Unnamed: 0.1,Unnamed: 0,User_id,Location_id,POI_id,POI_Type,final_time,TimeStamp,Latitude,Longitude,Category,Combined_Category,stars,hour,day,Category_id,clusters
849,849,1458,15,228,228,Independent,2012-04-12 15:34:43+00:00,Thu Apr 12 20:34:43 +0000 2012,35.106312,-80.80684699999998,Grocery Store,Food,4.5,15,2012-04-12,17,0
850,850,1460,15,235,235,Independent,2012-04-14 09:47:03+00:00,Sat Apr 14 14:47:03 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,9,2012-04-14,26,0
851,851,1461,15,236,236,Independent,2012-04-14 10:32:16+00:00,Sat Apr 14 15:32:16 +0000 2012,35.156602,-80.79505,Drugstore / Pharmacy,Shop,3.5,10,2012-04-14,11,0
852,852,1462,15,237,237,Independent,2012-04-14 10:32:31+00:00,Sat Apr 14 15:32:31 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,10,2012-04-14,17,0
853,853,1463,15,1219,233,Combined,2012-04-14 11:04:16+00:00,Sat Apr 14 16:04:16 +0000 2012,35.176825,-80.801139,Department Store,Shop,4.0,11,2012-04-14,62,0
854,854,1464,15,1219,233,Combined,2012-04-14 11:25:18+00:00,Sat Apr 14 16:25:18 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,11,2012-04-14,17,0
855,855,1465,15,238,238,Independent,2012-04-14 16:33:39+00:00,Sat Apr 14 21:33:39 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,16,2012-04-14,45,0
856,856,1466,15,1219,233,Combined,2012-04-16 09:04:00+00:00,Mon Apr 16 14:04:00 +0000 2012,35.176825,-80.801139,Department Store,Shop,4.0,9,2012-04-16,62,0
857,857,1467,15,1219,233,Combined,2012-04-16 09:14:12+00:00,Mon Apr 16 14:14:12 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,9,2012-04-16,17,0
858,858,1468,15,232,232,Independent,2012-04-16 14:03:48+00:00,Mon Apr 16 19:03:48 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,14,2012-04-16,9,0
859,859,1469,15,238,238,Independent,2012-04-16 16:28:56+00:00,Mon Apr 16 21:28:56 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,16,2012-04-16,45,0
860,860,1470,15,237,237,Independent,2012-04-16 17:02:32+00:00,Mon Apr 16 22:02:32 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,17,2012-04-16,17,0
861,861,1472,15,230,230,Independent,2012-04-18 10:02:12+00:00,Wed Apr 18 15:02:12 +0000 2012,35.213561,-80.828025,Fast Food Restaurant,Food,2.0,10,2012-04-18,20,0
862,862,1473,15,1219,233,Combined,2012-04-18 19:12:09+00:00,Thu Apr 19 00:12:09 +0000 2012,35.176825,-80.801139,Department Store,Shop,4.0,19,2012-04-18,62,0
863,863,1474,15,1220,239,Combined,2012-04-19 13:57:55+00:00,Thu Apr 19 18:57:55 +0000 2012,35.082937,-80.73254200000002,Grocery Store,Food,4.0,13,2012-04-19,17,0
864,864,1475,15,240,240,Independent,2012-04-19 17:54:06+00:00,Thu Apr 19 22:54:06 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,17,2012-04-19,106,0
865,865,1476,15,229,229,Independent,2012-04-20 11:28:52+00:00,Fri Apr 20 16:28:52 +0000 2012,35.107005,-80.807112,Chinese Restaurant,Food,4.0,11,2012-04-20,57,0
866,866,1477,15,227,227,Independent,2012-04-20 13:07:57+00:00,Fri Apr 20 18:07:57 +0000 2012,35.105569,-80.80770600000002,Coffee Shop,Drink,2.5,13,2012-04-20,12,0
867,867,1479,15,232,232,Independent,2012-04-23 09:33:51+00:00,Mon Apr 23 14:33:51 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,9,2012-04-23,9,0
868,868,1480,15,1219,233,Combined,2012-04-23 16:11:31+00:00,Mon Apr 23 21:11:31 +0000 2012,35.175808,-80.802255,Mexican Restaurant,Food,3.0,16,2012-04-23,38,0
869,869,1481,15,1219,233,Combined,2012-04-23 16:45:38+00:00,Mon Apr 23 21:45:38 +0000 2012,35.176825,-80.801139,Department Store,Shop,4.0,16,2012-04-23,62,0
870,870,1482,15,1219,233,Combined,2012-04-23 16:53:29+00:00,Mon Apr 23 21:53:29 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,16,2012-04-23,17,0
871,871,1483,15,235,235,Independent,2012-04-24 13:08:43+00:00,Tue Apr 24 18:08:43 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,13,2012-04-24,26,0
872,872,1484,15,237,237,Independent,2012-04-24 13:41:29+00:00,Tue Apr 24 18:41:29 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,13,2012-04-24,17,0
873,873,1485,15,230,230,Independent,2012-04-25 09:34:53+00:00,Wed Apr 25 14:34:53 +0000 2012,35.213561,-80.828025,Fast Food Restaurant,Food,2.0,9,2012-04-25,20,0
874,874,1486,15,232,232,Independent,2012-04-25 15:39:23+00:00,Wed Apr 25 20:39:23 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,15,2012-04-25,9,0
875,875,1487,15,1219,233,Combined,2012-04-25 19:37:31+00:00,Thu Apr 26 00:37:31 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,19,2012-04-25,17,0
876,876,1488,15,238,238,Independent,2012-04-27 11:17:19+00:00,Fri Apr 27 16:17:19 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,11,2012-04-27,45,0
877,877,1489,15,237,237,Independent,2012-04-27 11:54:21+00:00,Fri Apr 27 16:54:21 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-04-27,17,0
878,878,1492,15,237,237,Independent,2012-05-03 10:14:48+00:00,Thu May 03 15:14:48 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,10,2012-05-03,17,0
879,879,1493,15,240,240,Independent,2012-05-03 17:26:42+00:00,Thu May 03 22:26:42 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,17,2012-05-03,106,0
880,880,1494,15,235,235,Independent,2012-05-04 08:31:16+00:00,Fri May 04 13:31:16 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,8,2012-05-04,26,0
881,881,1495,15,237,237,Independent,2012-05-04 09:08:45+00:00,Fri May 04 14:08:45 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,9,2012-05-04,17,0
882,882,1497,15,235,235,Independent,2012-05-07 07:23:04+00:00,Mon May 07 12:23:04 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,7,2012-05-07,26,0
883,883,1498,15,237,237,Independent,2012-05-07 07:56:05+00:00,Mon May 07 12:56:05 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,7,2012-05-07,17,0
884,884,1499,15,236,236,Independent,2012-05-08 10:47:42+00:00,Tue May 08 15:47:42 +0000 2012,35.156602,-80.79505,Drugstore / Pharmacy,Shop,3.5,10,2012-05-08,11,0
885,885,1500,15,235,235,Independent,2012-05-08 10:47:57+00:00,Tue May 08 15:47:57 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,10,2012-05-08,26,0
886,886,1501,15,237,237,Independent,2012-05-08 11:07:39+00:00,Tue May 08 16:07:39 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-05-08,17,0
887,887,1503,15,235,235,Independent,2012-05-11 07:52:49+00:00,Fri May 11 12:52:49 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,7,2012-05-11,26,0
888,888,1504,15,237,237,Independent,2012-05-11 08:33:35+00:00,Fri May 11 13:33:35 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,8,2012-05-11,17,0
889,889,1505,15,1221,241,Combined,2012-05-12 11:49:55+00:00,Sat May 12 16:49:55 +0000 2012,35.227523,-80.83851800000002,Farmers Market,Shop,4.5,11,2012-05-12,107,0
890,890,1506,15,1216,219,Combined,2012-05-12 12:52:35+00:00,Sat May 12 17:52:35 +0000 2012,35.228916,-80.839528,Theater,Art&Entertainment,4.0,12,2012-05-12,108,0
891,891,1507,15,1204,153,Combined,2012-05-12 17:43:12+00:00,Sat May 12 22:43:12 +0000 2012,35.097844,-80.783501,Fast Food Restaurant,Food,1.5,17,2012-05-12,20,0
892,892,1509,15,235,235,Independent,2012-05-14 08:42:10+00:00,Mon May 14 13:42:10 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,8,2012-05-14,26,0
893,893,1510,15,237,237,Independent,2012-05-14 09:08:06+00:00,Mon May 14 14:08:06 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,9,2012-05-14,17,0
894,894,1511,15,236,236,Independent,2012-05-14 09:08:28+00:00,Mon May 14 14:08:28 +0000 2012,35.156602,-80.79505,Drugstore / Pharmacy,Shop,3.5,9,2012-05-14,11,0
895,895,1512,15,242,242,Independent,2012-05-15 09:07:20+00:00,Tue May 15 14:07:20 +0000 2012,35.175985,-80.799611,Bagel Shop,Shop,2.5,9,2012-05-15,43,0
896,896,1513,15,243,243,Independent,2012-05-15 09:20:14+00:00,Tue May 15 14:20:14 +0000 2012,35.207497,-80.835773,Camera Store,Shop,3.5,9,2012-05-15,109,0
897,897,1514,15,1219,233,Combined,2012-05-15 13:39:13+00:00,Tue May 15 18:39:13 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,13,2012-05-15,17,0
898,898,1515,15,237,237,Independent,2012-05-16 10:48:42+00:00,Wed May 16 15:48:42 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,10,2012-05-16,17,0
899,899,1516,15,230,230,Independent,2012-05-16 14:32:21+00:00,Wed May 16 19:32:21 +0000 2012,35.213561,-80.828025,Fast Food Restaurant,Food,2.0,14,2012-05-16,20,0
900,900,1517,15,244,244,Independent,2012-05-16 15:17:23+00:00,Wed May 16 20:17:23 +0000 2012,35.21673900000001,-80.83316500000002,Park,Outdoor,4.5,15,2012-05-16,34,0
901,901,1518,15,243,243,Independent,2012-05-16 15:34:15+00:00,Wed May 16 20:34:15 +0000 2012,35.207497,-80.835773,Camera Store,Shop,3.5,15,2012-05-16,109,0
902,902,1519,15,245,245,Independent,2012-05-16 16:27:22+00:00,Wed May 16 21:27:22 +0000 2012,35.147037,-80.80906999999998,Coffee Shop,Drink,4.0,16,2012-05-16,12,0
903,903,1520,15,229,229,Independent,2012-05-17 10:31:12+00:00,Thu May 17 15:31:12 +0000 2012,35.107005,-80.807112,Chinese Restaurant,Food,4.0,10,2012-05-17,57,0
904,904,1521,15,228,228,Independent,2012-05-17 11:16:42+00:00,Thu May 17 16:16:42 +0000 2012,35.106312,-80.80684699999998,Grocery Store,Food,4.5,11,2012-05-17,17,0
905,905,1522,15,227,227,Independent,2012-05-17 12:10:00+00:00,Thu May 17 17:10:00 +0000 2012,35.105569,-80.80770600000002,Coffee Shop,Drink,2.5,12,2012-05-17,12,0
906,906,1525,15,1219,233,Combined,2012-05-22 09:12:41+00:00,Tue May 22 14:12:41 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,9,2012-05-22,17,0
907,907,1526,15,243,243,Independent,2012-05-22 09:37:37+00:00,Tue May 22 14:37:37 +0000 2012,35.207497,-80.835773,Camera Store,Shop,3.5,9,2012-05-22,109,0
908,908,1528,15,243,243,Independent,2012-05-25 09:08:21+00:00,Fri May 25 14:08:21 +0000 2012,35.207497,-80.835773,Camera Store,Shop,3.5,9,2012-05-25,109,0
909,909,1529,15,230,230,Independent,2012-05-25 09:30:02+00:00,Fri May 25 14:30:02 +0000 2012,35.213561,-80.828025,Fast Food Restaurant,Food,2.0,9,2012-05-25,20,0
910,910,1530,15,235,235,Independent,2012-05-27 11:20:04+00:00,Sun May 27 16:20:04 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,11,2012-05-27,26,0
911,911,1531,15,236,236,Independent,2012-05-27 12:17:20+00:00,Sun May 27 17:17:20 +0000 2012,35.156602,-80.79505,Drugstore / Pharmacy,Shop,3.5,12,2012-05-27,11,0
912,912,1532,15,237,237,Independent,2012-05-27 12:31:33+00:00,Sun May 27 17:31:33 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,12,2012-05-27,17,0
913,913,1533,15,240,240,Independent,2012-05-27 16:28:56+00:00,Sun May 27 21:28:56 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,16,2012-05-27,106,0
914,914,1534,15,238,238,Independent,2012-05-28 10:39:14+00:00,Mon May 28 15:39:14 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,10,2012-05-28,45,0
915,915,1535,15,237,237,Independent,2012-05-28 11:38:57+00:00,Mon May 28 16:38:57 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-05-28,17,0
916,916,1536,15,240,240,Independent,2012-05-28 15:02:07+00:00,Mon May 28 20:02:07 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,15,2012-05-28,106,0
917,917,1537,15,1219,233,Combined,2012-05-29 08:57:03+00:00,Tue May 29 13:57:03 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,8,2012-05-29,17,0
918,918,1538,15,244,244,Independent,2012-05-29 10:11:06+00:00,Tue May 29 15:11:06 +0000 2012,35.21673900000001,-80.83316500000002,Park,Outdoor,4.5,10,2012-05-29,34,0
919,919,1539,15,232,232,Independent,2012-05-29 10:42:49+00:00,Tue May 29 15:42:49 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,10,2012-05-29,9,0
920,920,1540,15,1219,233,Combined,2012-05-29 20:00:22+00:00,Wed May 30 01:00:22 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,20,2012-05-29,17,0
921,921,1542,15,246,246,Independent,2012-06-01 07:56:38+00:00,Fri Jun 01 12:56:38 +0000 2012,35.057301,-80.817809,Post Office,Shop,1.5,7,2012-06-01,19,0
922,922,1543,15,228,228,Independent,2012-06-01 08:42:40+00:00,Fri Jun 01 13:42:40 +0000 2012,35.106312,-80.80684699999998,Grocery Store,Food,4.5,8,2012-06-01,17,0
923,923,1544,15,227,227,Independent,2012-06-01 08:42:52+00:00,Fri Jun 01 13:42:52 +0000 2012,35.105569,-80.80770600000002,Coffee Shop,Drink,2.5,8,2012-06-01,12,0
924,924,1545,15,237,237,Independent,2012-06-03 10:50:45+00:00,Sun Jun 03 15:50:45 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,10,2012-06-03,17,0
925,925,1546,15,240,240,Independent,2012-06-03 14:31:24+00:00,Sun Jun 03 19:31:24 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,14,2012-06-03,106,0
926,926,1547,15,238,238,Independent,2012-06-04 16:13:06+00:00,Mon Jun 04 21:13:06 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,16,2012-06-04,45,0
927,927,1548,15,237,237,Independent,2012-06-04 17:12:49+00:00,Mon Jun 04 22:12:49 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,17,2012-06-04,17,0
928,928,1549,15,242,242,Independent,2012-06-05 09:37:01+00:00,Tue Jun 05 14:37:01 +0000 2012,35.175985,-80.799611,Bagel Shop,Shop,2.5,9,2012-06-05,43,0
929,929,1550,15,1219,233,Combined,2012-06-05 09:37:57+00:00,Tue Jun 05 14:37:57 +0000 2012,35.176825,-80.801139,Department Store,Shop,4.0,9,2012-06-05,62,0
930,930,1551,15,1219,233,Combined,2012-06-05 09:38:17+00:00,Tue Jun 05 14:38:17 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,9,2012-06-05,17,0
931,931,1552,15,237,237,Independent,2012-06-06 12:53:54+00:00,Wed Jun 06 17:53:54 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,12,2012-06-06,17,0
932,932,1553,15,237,237,Independent,2012-06-06 12:54:26+00:00,Wed Jun 06 17:54:26 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,12,2012-06-06,17,0
933,933,1554,15,1219,233,Combined,2012-06-07 09:29:51+00:00,Thu Jun 07 14:29:51 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,9,2012-06-07,17,0
934,934,1555,15,244,244,Independent,2012-06-07 10:33:47+00:00,Thu Jun 07 15:33:47 +0000 2012,35.21673900000001,-80.83316500000002,Park,Outdoor,4.5,10,2012-06-07,34,0
935,935,1556,15,230,230,Independent,2012-06-07 16:15:55+00:00,Thu Jun 07 21:15:55 +0000 2012,35.213561,-80.828025,Fast Food Restaurant,Food,2.0,16,2012-06-07,20,0
936,936,1557,15,229,229,Independent,2012-06-08 12:28:00+00:00,Fri Jun 08 17:28:00 +0000 2012,35.107005,-80.807112,Chinese Restaurant,Food,4.0,12,2012-06-08,57,0
937,937,1558,15,228,228,Independent,2012-06-08 13:56:35+00:00,Fri Jun 08 18:56:35 +0000 2012,35.106312,-80.80684699999998,Grocery Store,Food,4.5,13,2012-06-08,17,0
938,938,1559,15,235,235,Independent,2012-06-09 10:09:38+00:00,Sat Jun 09 15:09:38 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,10,2012-06-09,26,0
939,939,1560,15,236,236,Independent,2012-06-09 11:01:12+00:00,Sat Jun 09 16:01:12 +0000 2012,35.156602,-80.79505,Drugstore / Pharmacy,Shop,3.5,11,2012-06-09,11,0
940,940,1561,15,237,237,Independent,2012-06-09 11:13:57+00:00,Sat Jun 09 16:13:57 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-06-09,17,0
941,941,1562,15,235,235,Independent,2012-06-10 08:36:27+00:00,Sun Jun 10 13:36:27 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,8,2012-06-10,26,0
942,942,1563,15,237,237,Independent,2012-06-10 09:31:13+00:00,Sun Jun 10 14:31:13 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,9,2012-06-10,17,0
943,943,1564,15,238,238,Independent,2012-06-11 10:29:00+00:00,Mon Jun 11 15:29:00 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,10,2012-06-11,45,0
944,944,1565,15,1183,43,Combined,2012-06-11 17:17:45+00:00,Mon Jun 11 22:17:45 +0000 2012,35.060183,-80.814975,Miscellaneous Shop,Shop,3.5,17,2012-06-11,29,0
945,945,1566,15,1183,43,Combined,2012-06-11 17:19:35+00:00,Mon Jun 11 22:19:35 +0000 2012,35.062039,-80.817747,Multiplex,Art&Entertainment,3.5,17,2012-06-11,51,0
946,946,1567,15,232,232,Independent,2012-06-12 11:30:43+00:00,Tue Jun 12 16:30:43 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,11,2012-06-12,9,0
947,947,1568,15,247,247,Independent,2012-06-12 15:55:44+00:00,Tue Jun 12 20:55:44 +0000 2012,35.212604,-80.82750899999998,Chinese Restaurant,Food,3.5,15,2012-06-12,57,0
948,948,1569,15,240,240,Independent,2012-06-16 14:35:25+00:00,Sat Jun 16 19:35:25 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,14,2012-06-16,106,0
949,949,1570,15,248,248,Independent,2012-06-16 16:39:51+00:00,Sat Jun 16 21:39:51 +0000 2012,35.170695,-80.806718,Dessert Shop,Shop,4.5,16,2012-06-16,44,0
950,950,1571,15,235,235,Independent,2012-06-17 08:19:55+00:00,Sun Jun 17 13:19:55 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,8,2012-06-17,26,0
951,951,1572,15,236,236,Independent,2012-06-17 08:51:17+00:00,Sun Jun 17 13:51:17 +0000 2012,35.156602,-80.79505,Drugstore / Pharmacy,Shop,3.5,8,2012-06-17,11,0
952,952,1573,15,237,237,Independent,2012-06-17 08:54:19+00:00,Sun Jun 17 13:54:19 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,8,2012-06-17,17,0
953,953,1574,15,237,237,Independent,2012-06-17 12:06:21+00:00,Sun Jun 17 17:06:21 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,12,2012-06-17,17,0
954,954,1575,15,249,249,Independent,2012-06-17 13:05:00+00:00,Sun Jun 17 18:05:00 +0000 2012,35.215601,-80.856803,Deli / Bodega,Shop,4.5,13,2012-06-17,106,0
955,955,1577,15,243,243,Independent,2012-06-21 09:25:46+00:00,Thu Jun 21 14:25:46 +0000 2012,35.207497,-80.835773,Camera Store,Shop,3.5,9,2012-06-21,109,0
956,956,1578,15,232,232,Independent,2012-06-21 09:39:46+00:00,Thu Jun 21 14:39:46 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,9,2012-06-21,9,0
957,957,1580,15,235,235,Independent,2012-06-27 10:20:10+00:00,Wed Jun 27 15:20:10 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,10,2012-06-27,26,0
958,958,1581,15,237,237,Independent,2012-06-27 10:56:07+00:00,Wed Jun 27 15:56:07 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,10,2012-06-27,17,0
959,959,1582,15,235,235,Independent,2012-07-29 10:44:01+00:00,Sun Jul 29 15:44:01 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,10,2012-07-29,26,0
960,960,1583,15,237,237,Independent,2012-07-29 11:17:43+00:00,Sun Jul 29 16:17:43 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-07-29,17,0
961,961,1585,15,237,237,Independent,2012-08-05 10:21:23+00:00,Sun Aug 05 15:21:23 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,10,2012-08-05,17,0
962,962,1586,15,240,240,Independent,2012-08-05 14:15:09+00:00,Sun Aug 05 19:15:09 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,14,2012-08-05,106,0
963,963,1587,15,238,238,Independent,2012-08-09 10:44:50+00:00,Thu Aug 09 15:44:50 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,10,2012-08-09,45,0
964,964,1588,15,237,237,Independent,2012-08-09 11:21:02+00:00,Thu Aug 09 16:21:02 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-08-09,17,0
965,965,1589,15,235,235,Independent,2012-08-10 10:56:55+00:00,Fri Aug 10 15:56:55 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,10,2012-08-10,26,0
966,966,1590,15,237,237,Independent,2012-08-10 11:22:16+00:00,Fri Aug 10 16:22:16 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-08-10,17,0
967,967,1591,15,235,235,Independent,2012-08-11 11:15:46+00:00,Sat Aug 11 16:15:46 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,11,2012-08-11,26,0
968,968,1592,15,237,237,Independent,2012-08-11 11:48:06+00:00,Sat Aug 11 16:48:06 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-08-11,17,0
969,969,1594,15,232,232,Independent,2012-08-13 09:56:34+00:00,Mon Aug 13 14:56:34 +0000 2012,35.213491,-80.830085,Fried Chicken Joint,Food,3.0,9,2012-08-13,9,0
970,970,1595,15,1219,233,Combined,2012-08-13 16:13:49+00:00,Mon Aug 13 21:13:49 +0000 2012,35.177562,-80.801396,Grocery Store,Food,3.0,16,2012-08-13,17,0
971,971,1596,15,238,238,Independent,2012-08-13 16:31:13+00:00,Mon Aug 13 21:31:13 +0000 2012,35.156776,-80.794499,Thai Restaurant,Food,3.5,16,2012-08-13,45,0
972,972,1597,15,237,237,Independent,2012-08-13 17:08:33+00:00,Mon Aug 13 22:08:33 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,17,2012-08-13,17,0
973,973,1598,15,235,235,Independent,2012-08-14 10:24:32+00:00,Tue Aug 14 15:24:32 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,10,2012-08-14,26,0
974,974,1599,15,240,240,Independent,2012-08-14 12:16:49+00:00,Tue Aug 14 17:16:49 +0000 2012,35.14719,-80.78533900000002,Deli / Bodega,Shop,4.0,12,2012-08-14,106,0
975,975,1601,15,235,235,Independent,2012-08-19 11:27:53+00:00,Sun Aug 19 16:27:53 +0000 2012,35.156737,-80.794698,American Restaurant,Food,4.0,11,2012-08-19,26,0
976,976,1602,15,237,237,Independent,2012-08-19 11:58:36+00:00,Sun Aug 19 16:58:36 +0000 2012,35.156307,-80.795029,Grocery Store,Food,3.5,11,2012-08-19,17,0
977,977,1622,16,129,129,Independent,2012-04-15 10:10:49+00:00,Sun Apr 15 15:10:49 +0000 2012,35.293192,-80.764081,Furniture / Home Store,Shop,3.5,10,2012-04-15,78,0
978,978,1623,16,250,250,Independent,2012-04-15 11:05:26+00:00,Sun Apr 15 16:05:26 +0000 2012,35.294199,-80.761786,Furniture / Home Store,Shop,3.5,11,2012-04-15,78,0
979,979,1627,16,69,69,Independent,2012-05-04 05:56:11+00:00,Fri May 04 10:56:11 +0000 2012,35.116407,-80.842917,Golf Course,Outdoor,4.5,5,2012-05-04,50,0
980,980,1628,16,69,69,Independent,2012-05-04 07:18:03+00:00,Fri May 04 12:18:03 +0000 2012,35.116407,-80.842917,Golf Course,Outdoor,4.5,7,2012-05-04,50,0
981,981,1629,16,69,69,Independent,2012-05-05 09:12:17+00:00,Sat May 05 14:12:17 +0000 2012,35.116407,-80.842917,Golf Course,Outdoor,4.5,9,2012-05-05,50,0
982,982,1630,16,69,69,Independent,2012-05-05 09:13:57+00:00,Sat May 05 14:13:57 +0000 2012,35.116407,-80.842917,Golf Course,Outdoor,4.5,9,2012-05-05,50,0
983,983,1639,16,1200,131,Combined,2012-07-08 09:01:07+00:00,Sun Jul 08 14:01:07 +0000 2012,35.353398,-80.85019100000002,Multiplex,Art&Entertainment,3.0,9,2012-07-08,51,0
984,984,1640,16,1200,131,Combined,2012-07-08 11:08:23+00:00,Sun Jul 08 16:08:23 +0000 2012,35.35257,-80.85143000000002,Electronics Store,Shop,3.0,11,2012-07-08,33,0
985,985,1642,16,251,251,Independent,2012-07-11 07:17:57+00:00,Wed Jul 11 12:17:57 +0000 2012,35.350241,-80.91877,Zoo,Outdoor,4.0,7,2012-07-11,110,0
986,986,1643,16,251,251,Independent,2012-07-11 15:27:28+00:00,Wed Jul 11 20:27:28 +0000 2012,35.350241,-80.91877,Zoo,Outdoor,4.0,15,2012-07-11,110,0
987,987,1644,16,251,251,Independent,2012-07-12 07:25:44+00:00,Thu Jul 12 12:25:44 +0000 2012,35.350241,-80.91877,Zoo,Outdoor,4.0,7,2012-07-12,110,0
988,988,1645,16,251,251,Independent,2012-07-12 15:40:15+00:00,Thu Jul 12 20:40:15 +0000 2012,35.350241,-80.91877,Zoo,Outdoor,4.0,15,2012-07-12,110,0
989,989,1661,17,1216,219,Combined,2012-08-12 00:01:01+00:00,Sun Aug 12 05:01:01 +0000 2012,35.227746999999994,-80.841522,Pub,Nightlife Spot,3.5,0,2012-08-12,4,0
990,990,1662,17,252,252,Independent,2012-08-12 12:08:07+00:00,Sun Aug 12 17:08:07 +0000 2012,35.171040000000005,-80.847117,Burger Joint,Food,4.0,12,2012-08-12,27,0
991,991,1667,17,1195,101,Combined,2012-09-14 14:16:35+00:00,Fri Sep 14 19:16:35 +0000 2012,35.173738,-80.84993399999998,Pizza Place,Food,2.0,14,2012-09-14,65,0
992,992,1668,17,253,253,Independent,2012-09-14 15:11:17+00:00,Fri Sep 14 20:11:17 +0000 2012,35.15652,-80.875888,Bank,Shop,2.5,15,2012-09-14,24,0
993,993,1669,17,1222,254,Combined,2012-09-14 19:47:23+00:00,Sat Sep 15 00:47:23 +0000 2012,35.225324,-80.840986,Light Rail,Travel Spot,4.0,19,2012-09-14,111,0
