Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,Time,Date,POI,Category,name,stars,L2_Category_name,clusters,L1_Category_name,L1_Category,counts,new_time
486,345,0,31,35.305563,-80.752709,14:23:21,2012515,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,2,14
486,345,0,31,35.305563,-80.752709,12:39:30,2012521,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,12
507,169,1,31,35.309192,-80.75075,16:30:41,2012521,Combined,Karaoke Bar,Edgewater Bar & Grille,3.5,134,5,1,Nightlife Spot,4,16
488,347,0,31,35.30528599999999,-80.752401,16:43:09,2012521,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,4,16
508,361,0,31,35.180081,-80.890971,23:30:07,2012521,Independent,Hotel,Embassy Suites by Hilton Charlotte,3.0,9,3,4,Travel & Transport,4,23
509,362,0,31,35.188229,-80.874955,0:27:03,2012522,Independent,American Restaurant,Zack's Hamburgers,4.0,32,3,2,Food,2,0
486,345,0,31,35.305563,-80.752709,15:15:09,2012522,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,2,15
486,345,0,31,35.305563,-80.752709,14:49:57,2012528,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,14
488,347,0,31,35.30528599999999,-80.752401,14:50:10,2012528,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,4,14
486,345,0,31,35.305563,-80.752709,14:50:50,2012528,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,14
510,363,0,31,35.203655,-80.721634,21:48:42,2012528,Independent,Indian Restaurant,Sunuvkriti,4.0,78,8,2,Food,4,21
486,345,0,31,35.305563,-80.752709,14:41:59,2012529,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,14
488,347,0,31,35.30528599999999,-80.752401,14:42:25,2012529,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,4,14
486,345,0,31,35.305563,-80.752709,14:49:34,2012529,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,14
486,345,0,31,35.305563,-80.752709,14:49:48,2012529,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,14
488,347,0,31,35.30528599999999,-80.752401,13:23:06,2012531,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,4,13
237,169,1,31,35.30880399999999,-80.75066,13:23:35,2012531,Combined,Hotel,Hilton Charlotte University,3.5,9,5,4,Travel & Transport,4,13
486,345,0,31,35.305563,-80.752709,13:24:22,2012531,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,4,13
488,347,0,31,35.30528599999999,-80.752401,20:28:50,2012531,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,4,20
488,347,0,31,35.30528599999999,-80.752401,22:56:51,2012602,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,22
486,345,0,31,35.305563,-80.752709,22:57:57,2012602,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,2,22
488,347,0,31,35.30528599999999,-80.752401,15:47:36,2012606,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,15
507,169,1,31,35.309192,-80.75075,15:47:56,2012606,Combined,Karaoke Bar,Edgewater Bar & Grille,3.5,134,5,1,Nightlife Spot,2,15
486,345,0,31,35.305563,-80.752709,13:20:57,2012608,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,2,13
488,347,0,31,35.30528599999999,-80.752401,16:52:38,2012608,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,16
488,347,0,31,35.30528599999999,-80.752401,12:42:43,2012611,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,3,12
488,347,0,31,35.30528599999999,-80.752401,16:05:18,2012611,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,3,16
486,345,0,31,35.305563,-80.752709,16:07:11,2012611,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,3,16
511,364,0,31,35.198297,-80.881473,3:47:04,2012612,Independent,Motel,Rodeway Inn,1.5,82,0,4,Travel & Transport,2,3
488,347,0,31,35.30528599999999,-80.752401,15:42:17,2012612,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,15
512,365,1,31,35.213018,-80.688958,13:41:44,2012617,Combined,Department Store,Food Lion,4.0,61,8,5,Shop & Service,2,13
506,360,0,31,35.266439,-80.85495999999998,21:31:07,2012617,Independent,Church,United House of Prayer For All People,3.5,35,0,6,Professional & Other Places,2,21
488,347,0,31,35.30528599999999,-80.752401,14:06:13,2012621,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,14
507,169,1,31,35.309192,-80.75075,14:06:38,2012621,Combined,Karaoke Bar,Edgewater Bar & Grille,3.5,134,5,1,Nightlife Spot,2,14
513,366,0,31,35.224219,-80.847831,6:56:55,2012716,Independent,Art Museum,Bechtler Museum of Modern Art,3.5,135,0,0,Arts & Entertainment,2,6
514,367,0,31,35.203289,-80.738225,7:13:37,2012716,Independent,Burger Joint,McDonald's,1.5,33,8,2,Food,2,7
488,347,0,31,35.30528599999999,-80.752401,17:27:02,2012817,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,17
486,345,0,31,35.305563,-80.752709,19:06:57,2012817,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,2,19
237,169,1,31,35.30880399999999,-80.75066,2:47:25,2013317,Combined,Hotel,Hilton Charlotte University,3.5,9,5,4,Travel & Transport,2,2
488,347,0,31,35.30528599999999,-80.752401,14:24:07,2013317,Independent,Lounge,Holiday Inn Charlotte University,3.5,129,5,1,Nightlife Spot,2,14
486,345,0,31,35.305563,-80.752709,12:59:06,2013709,Independent,Hotel,Holiday Inn Charlotte University,3.5,9,5,4,Travel & Transport,2,12
515,368,0,31,35.333237,-80.802266,21:21:31,2013709,Independent,Residential Building (Apartment / Condo),Waterford Hills Apartments,2.0,112,9,8,Residence,2,21
516,369,0,32,35.279987,-80.79457,15:18:25,2012418,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,15
517,370,0,32,35.280498,-80.79312,15:53:18,2012418,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,2,15
516,369,0,32,35.279987,-80.79457,0:17:56,2012429,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,3,0
517,370,0,32,35.280498,-80.79312,0:36:42,2012429,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,3,0
516,369,0,32,35.279987,-80.79457,8:55:44,2012429,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,3,8
516,369,0,32,35.279987,-80.79457,20:12:53,2012504,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,20
518,371,0,32,35.280337,-80.793856,20:20:59,2012504,Independent,American Restaurant,Chicken Box Cafe,3.5,32,5,2,Food,2,20
516,369,0,32,35.279987,-80.79457,12:50:58,2012511,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,12
516,369,0,32,35.279987,-80.79457,20:40:32,2012511,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,20
516,369,0,32,35.279987,-80.79457,12:09:35,2012514,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,3,12
517,370,0,32,35.280498,-80.79312,12:51:31,2012514,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,3,12
516,369,0,32,35.279987,-80.79457,20:13:05,2012514,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,3,20
516,369,0,32,35.279987,-80.79457,12:12:55,2012521,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,12
517,370,0,32,35.280498,-80.79312,12:25:06,2012521,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,2,12
517,370,0,32,35.280498,-80.79312,16:30:04,2012606,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,2,16
516,369,0,32,35.279987,-80.79457,18:04:03,2012606,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,18
519,372,0,32,35.343221,-80.837322,16:20:46,2012627,Independent,Building,ASSA ABLOY Entrance Systems,3.0,136,9,6,Professional & Other Places,2,16
516,369,0,32,35.279987,-80.79457,17:02:35,2012627,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,2,17
516,369,0,32,35.279987,-80.79457,11:28:52,2012709,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,8,11
518,371,0,32,35.280337,-80.793856,11:30:45,2012709,Independent,American Restaurant,Chicken Box Cafe,3.5,32,5,2,Food,8,11
520,373,0,32,35.279906,-80.793999,11:31:21,2012709,Independent,Fast Food Restaurant,Cook Out,2.5,27,5,2,Food,8,11
517,370,0,32,35.280498,-80.79312,11:44:10,2012709,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,8,11
517,370,0,32,35.280498,-80.79312,12:10:18,2012709,Independent,American Restaurant,Texas Ranch Steak House,3.5,32,5,2,Food,8,12
516,369,0,32,35.279987,-80.79457,19:42:04,2012709,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,8,19
520,373,0,32,35.279906,-80.793999,20:51:33,2012709,Independent,Fast Food Restaurant,Cook Out,2.5,27,5,2,Food,8,20
516,369,0,32,35.279987,-80.79457,22:43:28,2012709,Independent,Motel,Super 8 by Wyndham Charlotte University,1.5,82,5,4,Travel & Transport,8,22
521,374,0,33,35.227604,-80.836792,5:34:40,20121120,Independent,Bar,Rich & Bennett's St Patrick's Day Pub Crawl,3.5,7,0,1,Nightlife Spot,2,5
522,225,1,33,35.227031,-80.840664,21:50:56,20121120,Combined,American Restaurant,Buckhead Saloon,3.0,32,0,2,Food,2,21
523,169,1,33,35.30833900000001,-80.74858499999998,0:35:45,20121209,Combined,Vietnamese Restaurant,Saigon Bay,4.0,102,5,2,Food,3,0
0,0,0,33,35.225884,-80.85289499999998,20:27:54,20121209,Independent,Football Stadium,Bank of America Stadium,4.0,0,0,0,Arts & Entertainment,3,20
524,375,0,33,35.231634,-80.845826,22:21:46,20121209,Independent,Bar,Cans Bar & Canteen,2.5,7,0,1,Nightlife Spot,3,22
525,17,1,33,35.341363,-80.765438,17:49:58,20121217,Combined,Grocery Store,Harris Teeter,3.0,19,5,5,Shop & Service,3,17
523,169,1,33,35.30833900000001,-80.74858499999998,18:31:06,20121217,Combined,Vietnamese Restaurant,Saigon Bay,4.0,102,5,2,Food,3,18
526,376,0,33,35.203983,-80.86444,20:33:46,20121217,Independent,Shoe Store,Off Broadway Shoes,3.5,30,0,5,Shop & Service,3,20
241,169,1,33,35.310608,-80.74964,3:24:25,20121219,Combined,Bar,Boardwalk Billy's Raw Bar And Ribs,3.5,7,5,1,Nightlife Spot,3,3
527,377,1,33,35.30442,-80.749462,6:47:34,20121219,Combined,Drugstore / Pharmacy,Walgreens,2.0,11,5,5,Shop & Service,3,6
296,214,0,33,35.31792700000001,-80.738225,7:11:40,20121219,Independent,Burger Joint,Cook Out,4.0,33,5,2,Food,3,7
528,169,1,33,35.308596,-80.74821700000003,5:51:17,2012404,Combined,Fast Food Restaurant,McDonald's,1.5,27,5,2,Food,2,5
529,378,0,33,35.213719,-80.82639499999998,15:49:16,2012404,Independent,Burger Joint,Burger King,2.0,33,0,2,Food,2,15
523,169,1,33,35.30833900000001,-80.74858499999998,18:43:12,2012408,Combined,Vietnamese Restaurant,Saigon Bay,4.0,102,5,2,Food,3,18
307,223,0,33,35.313737,-80.74379,20:00:12,2012408,Independent,Grocery Store,Kohl's,3.0,19,5,5,Shop & Service,3,20
530,379,0,33,35.322087,-80.734298,20:08:03,2012408,Independent,Gas Station / Garage,Exxon Mobile On the Run Cafe,4.0,84,5,6,Professional & Other Places,3,20
525,17,1,33,35.341363,-80.765438,16:45:36,2012418,Combined,Grocery Store,Harris Teeter,3.0,19,5,5,Shop & Service,3,16
531,380,0,33,35.165844,-80.875475,17:30:26,2012418,Independent,Vietnamese Restaurant,Saigon Palace,4.0,102,3,2,Food,3,17
529,378,0,33,35.213719,-80.82639499999998,19:05:09,2012418,Independent,Burger Joint,Burger King,2.0,33,0,2,Food,3,19
532,381,0,33,35.30027600000001,-80.755134,17:55:03,2012501,Independent,Doctor's Office,Williams Family & Cosmetic Dentistry,5.0,65,5,6,Professional & Other Places,2,17
253,178,1,33,35.29672100000001,-80.738676,20:34:14,2012501,Combined,Grocery Store,Harris Teeter,4.0,19,5,5,Shop & Service,2,20
195,145,0,33,35.219667,-80.83686800000002,18:30:08,2012503,Independent,Courthouse,Mecklenburg County Courthouse,4.0,80,0,6,Professional & Other Places,3,18
533,382,0,33,35.22199600000001,-80.83345,18:37:35,2012503,Independent,Post Office,United States Postal Service,3.0,20,0,6,Professional & Other Places,3,18
534,383,1,33,35.256013,-80.79165400000002,19:14:08,2012503,Combined,Vietnamese Restaurant,Le's Sandwiches & Cafe,4.5,102,1,2,Food,3,19
535,17,1,33,35.340918,-80.764993,15:58:35,2012508,Combined,Salon / Barbershop,Great Clips,3.5,63,5,5,Shop & Service,2,15
536,384,1,33,35.337175,-80.756523,17:32:24,2012508,Combined,Thai Restaurant,Thai Taste at University,3.5,46,5,2,Food,2,17
303,219,0,33,35.30198499999999,-80.747693,21:50:41,2012513,Independent,Vietnamese Restaurant,Pho Real Vietnamese Restaurant and Bar,3.5,102,5,2,Food,2,21
307,223,0,33,35.313737,-80.74379,22:50:56,2012513,Independent,Grocery Store,Kohl's,3.0,19,5,5,Shop & Service,2,22
397,4,1,33,35.239398,-80.84540600000003,23:02:12,2012609,Combined,General Entertainment,AvidXChange Music Factory,3.5,117,0,0,Arts & Entertainment,2,23
537,4,1,33,35.23925999999999,-80.84555,23:02:44,2012609,Combined,Italian Restaurant,Oggi Ristorante Italiano,4.0,36,0,2,Food,2,23
538,21,1,33,35.225411,-80.841951,6:47:40,2013105,Combined,Nightclub,Tin Roof,3.0,123,0,1,Nightlife Spot,3,6
380,273,0,33,35.240449,-80.846071,6:57:36,2013105,Independent,Diner,Mattie's Diner,4.0,25,0,2,Food,3,6
531,380,0,33,35.165844,-80.875475,22:57:37,2013105,Independent,Vietnamese Restaurant,Saigon Palace,4.0,102,3,2,Food,3,22
528,169,1,33,35.308596,-80.74821700000003,3:41:03,2013108,Combined,Fast Food Restaurant,McDonald's,1.5,27,5,2,Food,2,3
458,326,0,33,35.231198,-80.844083,22:08:06,2013108,Independent,Grocery Store,Harris Teeter,3.0,19,0,5,Shop & Service,2,22
522,225,1,33,35.227031,-80.840664,17:28:24,2013124,Combined,American Restaurant,Buckhead Saloon,3.0,32,0,2,Food,3,17
525,17,1,33,35.341363,-80.765438,17:29:01,2013124,Combined,Grocery Store,Harris Teeter,3.0,19,5,5,Shop & Service,3,17
195,145,0,33,35.219667,-80.83686800000002,18:19:38,2013124,Independent,Courthouse,Mecklenburg County Courthouse,4.0,80,0,6,Professional & Other Places,3,18
523,169,1,33,35.30833900000001,-80.74858499999998,1:25:30,2013131,Combined,Vietnamese Restaurant,Saigon Bay,4.0,102,5,2,Food,2,1
539,4,1,33,35.238925,-80.845084,3:15:47,2013131,Combined,Bar,Small Bar,3.0,7,0,1,Nightlife Spot,2,3
540,225,1,33,35.227954,-80.841814,4:33:23,2013211,Combined,Bar,The Attic Bar,3.5,7,0,1,Nightlife Spot,4,4
541,385,0,33,35.220555,-80.85126899999999,5:19:08,2013211,Independent,Strip Club,Uptown Cabaret,2.5,81,0,1,Nightlife Spot,4,5
424,303,0,33,35.233562,-80.87903,6:36:03,2013211,Independent,Gay Bar,Scorpio,3.0,122,0,1,Nightlife Spot,4,6
534,383,1,33,35.256013,-80.79165400000002,20:49:52,2013211,Combined,Vietnamese Restaurant,Le's Sandwiches & Cafe,4.5,102,1,2,Food,4,20
24,21,1,33,35.225244,-80.842004,1:57:53,2013510,Combined,Bowling Alley,StrikeCity,3.0,17,0,0,Arts & Entertainment,2,1
538,21,1,33,35.225411,-80.841951,4:55:30,2013510,Combined,Nightclub,Tin Roof,3.0,123,0,1,Nightlife Spot,2,4
522,225,1,33,35.227031,-80.840664,4:14:21,2013516,Combined,American Restaurant,Buckhead Saloon,3.0,32,0,2,Food,2,4
24,21,1,33,35.225244,-80.842004,4:41:28,2013516,Combined,Bowling Alley,StrikeCity,3.0,17,0,0,Arts & Entertainment,2,4
542,21,1,33,35.225713,-80.841938,0:42:32,2013607,Combined,Bar,Kandy Bar,3.0,7,0,1,Nightlife Spot,3,0
543,228,1,33,35.225718,-80.842252,2:42:54,2013607,Combined,Bar,Rooftop 210,3.0,7,0,1,Nightlife Spot,3,2
24,21,1,33,35.225244,-80.842004,17:27:28,2013607,Combined,Bowling Alley,StrikeCity,3.0,17,0,0,Arts & Entertainment,3,17
544,386,0,34,35.171373,-80.80732900000002,14:02:37,20121023,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,14
545,387,0,34,35.236642,-80.774722,21:30:07,20121023,Independent,Vietnamese Restaurant,Lang Van Vietnamese,4.5,102,1,2,Food,2,21
546,388,0,34,35.209035,-80.835768,19:15:21,20121110,Independent,Ethiopian Restaurant,Meskerem,4.0,137,0,2,Food,3,19
547,389,0,34,35.216599,-80.830083,19:16:35,20121110,Independent,College Academic Building,Central Piedmont Community College,3.0,138,0,3,College & University,3,19
548,390,1,34,35.145464000000004,-80.824753,20:34:23,20121110,Combined,Multiplex,Regal Cinimas Phillips Place ,3.0,53,3,0,Arts & Entertainment,3,20
544,386,0,34,35.171373,-80.80732900000002,13:43:54,20121112,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,13
549,391,0,34,35.336544,-80.827996,21:30:03,20121112,Independent,Veterinarian,Harris Boulevard Veterinary Clinic,5.0,139,9,6,Professional & Other Places,3,21
550,392,0,34,35.31625800000001,-80.77873100000002,21:51:11,20121112,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,3,21
551,393,0,34,35.210514,-80.696174,16:12:02,20121201,Independent,Mexican Restaurant,Taco Bell,2.0,24,8,2,Food,2,16
552,394,0,34,35.209126,-80.694387,16:33:47,20121201,Independent,Department Store,Target,3.5,61,8,5,Shop & Service,2,16
441,228,1,34,35.22640999999999,-80.844011,0:07:53,20121203,Combined,Steakhouse,Chima Steakhouse,4.0,125,0,2,Food,2,0
553,395,0,34,35.182872,-80.755063,17:53:14,20121203,Independent,Automotive Shop,Folger Kia East Charlotte,3.5,21,8,5,Shop & Service,2,17
514,367,0,34,35.203289,-80.738225,16:39:54,20121207,Independent,Burger Joint,McDonald's,1.5,33,8,2,Food,2,16
195,145,0,34,35.219667,-80.83686800000002,17:21:58,20121207,Independent,Courthouse,Mecklenburg County Courthouse,4.0,80,0,6,Professional & Other Places,2,17
544,386,0,34,35.171373,-80.80732900000002,13:51:38,20121219,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,13
381,274,0,34,35.175671,-80.79780799999997,18:44:43,20121219,Independent,Fast Food Restaurant,Jack in the Box,2.0,27,3,2,Food,2,18
544,386,0,34,35.171373,-80.80732900000002,13:43:39,20121221,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,13
551,393,0,34,35.210514,-80.696174,19:00:19,20121221,Independent,Mexican Restaurant,Taco Bell,2.0,24,8,2,Food,3,19
553,395,0,34,35.182872,-80.755063,20:05:59,20121221,Independent,Automotive Shop,Folger Kia East Charlotte,3.5,21,8,5,Shop & Service,3,20
554,291,1,34,35.219018,-80.81321,19:05:16,20121227,Combined,American Restaurant,Diamond Restaurant,3.5,32,1,2,Food,2,19
555,396,0,34,35.19560999999999,-80.82658,20:28:23,20121227,Independent,Grocery Store,Harris Teeter,3.5,19,0,5,Shop & Service,2,20
544,386,0,34,35.171373,-80.80732900000002,12:26:09,2012409,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,12
544,386,0,34,35.171373,-80.80732900000002,15:47:40,2012409,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,15
549,391,0,34,35.336544,-80.827996,19:22:52,2012409,Independent,Veterinarian,Harris Boulevard Veterinary Clinic,5.0,139,9,6,Professional & Other Places,3,19
556,397,0,34,35.171152,-80.807455,12:31:26,2012413,Independent,Juice Bar,Juice Bar Providence Plaza,4.0,87,3,2,Food,2,12
544,386,0,34,35.171373,-80.80732900000002,12:31:56,2012413,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
557,398,0,34,35.17246,-80.80520899999998,14:46:06,2012416,Independent,Doctor's Office,Eastover Pediatrics,3.5,65,3,6,Professional & Other Places,2,14
558,238,1,34,35.175352000000004,-80.80204,15:24:53,2012416,Combined,Bookstore,Books-A-Million,3.5,89,3,5,Shop & Service,2,15
559,399,0,34,35.188378,-80.915122,12:43:13,2012423,Independent,Hotel,Renaissance Charlotte Suites Hotel,3.5,9,2,4,Travel & Transport,3,12
190,140,0,34,35.184535,-80.88675699999997,16:50:52,2012423,Independent,Fast Food Restaurant,McDonald's,2.0,27,3,2,Food,3,16
559,399,0,34,35.188378,-80.915122,17:11:04,2012423,Independent,Hotel,Renaissance Charlotte Suites Hotel,3.5,9,2,4,Travel & Transport,3,17
380,273,0,34,35.240449,-80.846071,15:52:52,2012424,Independent,Diner,Mattie's Diner,4.0,25,0,2,Food,2,15
183,135,0,34,35.293192,-80.764081,18:37:40,2012424,Independent,Furniture / Home Store,IKEA,3.5,75,5,5,Shop & Service,2,18
544,386,0,34,35.171373,-80.80732900000002,12:25:20,2012427,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,12
558,238,1,34,35.175352000000004,-80.80204,17:27:36,2012427,Combined,Bookstore,Books-A-Million,3.5,89,3,5,Shop & Service,3,17
560,169,1,34,35.310203,-80.753516,18:37:32,2012427,Combined,Fast Food Restaurant,Taco Bell,3.0,27,5,2,Food,3,18
544,386,0,34,35.171373,-80.80732900000002,12:35:43,2012503,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,12
123,96,0,34,35.199723,-80.775852,19:15:06,2012503,Independent,Department Store,Walmart Supercenter,2.0,61,1,5,Shop & Service,3,19
561,291,1,34,35.219713,-80.810192,20:02:15,2012503,Combined,Grocery Store,Harris Teeter,3.0,19,1,5,Shop & Service,3,20
544,386,0,34,35.171373,-80.80732900000002,12:22:08,2012507,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,12
562,400,0,34,35.159952000000004,-80.87588000000002,21:24:42,2012507,Independent,Vietnamese Restaurant,Vietnam Grille,4.0,102,3,2,Food,3,21
305,221,1,34,35.247235,-80.80429699999998,22:26:25,2012507,Combined,Cafe,Smelly Cat Coffee,4.5,103,1,2,Food,3,22
380,273,0,34,35.240449,-80.846071,16:07:37,2012515,Independent,Diner,Mattie's Diner,4.0,25,0,2,Food,2,16
563,291,1,34,35.220549,-80.813361,22:05:00,2012515,Combined,Pizza Place,Fuel Pizza,3.0,37,1,2,Food,2,22
544,386,0,34,35.171373,-80.80732900000002,12:24:45,2012516,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,12
556,397,0,34,35.171152,-80.807455,15:40:12,2012516,Independent,Juice Bar,Juice Bar Providence Plaza,4.0,87,3,2,Food,3,15
552,394,0,34,35.209126,-80.694387,17:52:37,2012516,Independent,Department Store,Target,3.5,61,8,5,Shop & Service,3,17
544,386,0,34,35.171373,-80.80732900000002,12:27:03,2012521,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
564,401,0,34,35.189058,-80.832574,15:14:48,2012521,Independent,University,Queens University of Charlotte,4.0,140,3,3,College & University,2,15
544,386,0,34,35.171373,-80.80732900000002,12:37:51,2012612,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
556,397,0,34,35.171152,-80.807455,13:31:20,2012612,Independent,Juice Bar,Juice Bar Providence Plaza,4.0,87,3,2,Food,2,13
544,386,0,34,35.171373,-80.80732900000002,12:23:46,2012613,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,3,12
565,402,0,34,35.219507,-80.800329,18:16:50,2012613,Independent,Automotive Shop,Nick's Auto Repair,4.5,21,1,5,Shop & Service,3,18
158,106,1,34,35.175282,-80.850341,20:35:31,2012613,Combined,Grocery Store,Harris Teeter,3.0,19,3,5,Shop & Service,3,20
544,386,0,34,35.171373,-80.80732900000002,12:47:16,2012618,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
550,392,0,34,35.31625800000001,-80.77873100000002,18:02:27,2012618,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,2,18
550,392,0,34,35.31625800000001,-80.77873100000002,11:53:06,2012621,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,2,11
544,386,0,34,35.171373,-80.80732900000002,12:47:40,2012621,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
550,392,0,34,35.31625800000001,-80.77873100000002,11:57:22,2012627,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,2,11
544,386,0,34,35.171373,-80.80732900000002,12:31:22,2012627,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
550,392,0,34,35.31625800000001,-80.77873100000002,12:28:40,2012702,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,3,12
566,403,0,34,35.188562,-80.761416,13:28:04,2012702,Independent,Diner,Liberty East Restaurant,3.5,25,1,2,Food,3,13
550,392,0,34,35.31625800000001,-80.77873100000002,19:26:00,2012702,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,3,19
550,392,0,34,35.31625800000001,-80.77873100000002,12:02:13,2012703,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,4,12
544,386,0,34,35.171373,-80.80732900000002,12:46:53,2012703,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,4,12
550,392,0,34,35.31625800000001,-80.77873100000002,19:27:08,2012703,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,4,19
567,404,0,34,35.303398,-80.746751,19:37:48,2012703,Independent,Library,Charlotte Mecklenburg Library - University City Regional,4.0,132,5,6,Professional & Other Places,4,19
544,386,0,34,35.171373,-80.80732900000002,12:34:53,2012705,Independent,Spa / Massage,Massage Envy - Myers Park,3.0,59,3,5,Shop & Service,2,12
550,392,0,34,35.31625800000001,-80.77873100000002,18:26:48,2012705,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,2,18
550,392,0,34,35.31625800000001,-80.77873100000002,11:36:34,2012706,Independent,Gym,University City Branch YMCA,3.0,55,5,5,Shop & Service,3,11
